CMDLINE /home/advice/miniconda3/envs/torch_exp_dataset/bin/python /home/docker/side/torchcsvdataset/test/vaex_test.py
MEM 289.656250 1626410975.9718
MEM 289.656250 1626410976.0852
MEM 289.656250 1626410976.1973
MEM 289.656250 1626410976.3093
MEM 289.656250 1626410976.4225
MEM 289.656250 1626410976.5349
MEM 289.656250 1626410976.6483
MEM 289.656250 1626410976.7586
MEM 289.656250 1626410976.8721
MEM 289.656250 1626410976.9854
MEM 289.656250 1626410977.0987
MEM 289.656250 1626410977.2121
MEM 289.656250 1626410977.3256
MEM 289.656250 1626410977.4375
MEM 289.656250 1626410977.5497
MEM 289.656250 1626410977.6623
MEM 289.656250 1626410977.7740
MEM 289.656250 1626410977.8869
MEM 289.656250 1626410978.0007
MEM 289.656250 1626410978.1103
MEM 289.656250 1626410978.2214
MEM 289.656250 1626410978.3311
MEM 289.656250 1626410978.4406
MEM 289.656250 1626410978.5539
MEM 289.656250 1626410978.6672
MEM 289.656250 1626410978.7793
MEM 289.656250 1626410978.8923
MEM 289.656250 1626410979.0048
MEM 289.656250 1626410979.1178
MEM 289.656250 1626410979.2290
MEM 289.656250 1626410979.3426
MEM 289.656250 1626410979.4551
MEM 289.656250 1626410979.5673
MEM 289.656250 1626410979.6804
MEM 289.656250 1626410979.7924
MEM 289.656250 1626410979.9057
MEM 289.656250 1626410980.0183
MEM 289.656250 1626410980.1293
MEM 289.656250 1626410980.2413
MEM 289.656250 1626410980.3564
MEM 289.656250 1626410980.4692
MEM 289.656250 1626410980.5822
MEM 289.656250 1626410980.6959
MEM 289.656250 1626410980.8093
MEM 289.656250 1626410980.9215
MEM 289.656250 1626410981.0346
MEM 289.656250 1626410981.1481
MEM 289.656250 1626410981.2596
MEM 289.656250 1626410981.3726
MEM 289.656250 1626410981.4858
MEM 289.656250 1626410981.5988
MEM 289.656250 1626410981.7132
MEM 289.656250 1626410981.8275
MEM 289.656250 1626410981.9417
MEM 289.656250 1626410982.0567
MEM 289.656250 1626410982.1680
MEM 289.656250 1626410982.2813
MEM 289.656250 1626410982.3925
MEM 289.656250 1626410982.5066
MEM 289.656250 1626410982.6209
MEM 289.656250 1626410982.7336
MEM 289.656250 1626410982.8446
MEM 289.656250 1626410982.9586
MEM 289.656250 1626410983.0704
MEM 289.656250 1626410983.1835
MEM 289.656250 1626410983.2972
MEM 289.656250 1626410983.4098
MEM 289.656250 1626410983.5232
MEM 289.656250 1626410983.6363
MEM 289.656250 1626410983.7492
MEM 289.656250 1626410983.8605
MEM 289.656250 1626410983.9740
MEM 289.656250 1626410984.0867
MEM 289.656250 1626410984.1995
MEM 289.656250 1626410984.3124
MEM 289.656250 1626410984.4258
MEM 289.656250 1626410984.5391
MEM 289.656250 1626410984.6524
MEM 289.656250 1626410984.7659
MEM 289.718750 1626410984.8794
MEM 289.718750 1626410984.9930
MEM 289.718750 1626410985.1061
MEM 289.718750 1626410985.2195
MEM 289.718750 1626410985.3331
MEM 289.718750 1626410985.4465
MEM 289.718750 1626410985.5601
MEM 289.718750 1626410985.6738
MEM 289.718750 1626410985.7873
MEM 289.718750 1626410985.9008
MEM 289.718750 1626410986.0128
MEM 289.718750 1626410986.1260
MEM 289.718750 1626410986.2383
MEM 289.718750 1626410986.3512
MEM 289.718750 1626410986.4646
MEM 289.718750 1626410986.5780
MEM 289.718750 1626410986.6913
MEM 289.718750 1626410986.8045
MEM 289.718750 1626410986.9179
MEM 289.718750 1626410987.0304
MEM 289.718750 1626410987.1437
MEM 289.718750 1626410987.2572
MEM 289.718750 1626410987.3668
MEM 289.718750 1626410987.4796
MEM 289.718750 1626410987.5929
MEM 289.718750 1626410987.7051
MEM 289.718750 1626410987.8148
MEM 289.718750 1626410987.9283
MEM 289.718750 1626410988.0425
MEM 289.718750 1626410988.1555
MEM 289.718750 1626410988.2689
MEM 289.718750 1626410988.3812
MEM 289.718750 1626410988.4943
MEM 289.718750 1626410988.6064
MEM 289.718750 1626410988.7200
MEM 289.718750 1626410988.8334
MEM 289.718750 1626410988.9531
MEM 289.718750 1626410989.0670
MEM 289.718750 1626410989.1810
MEM 289.718750 1626410989.2945
MEM 289.718750 1626410989.4106
MEM 289.718750 1626410989.5241
MEM 289.718750 1626410989.6374
MEM 289.718750 1626410989.7509
MEM 289.718750 1626410989.8633
MEM 289.718750 1626410989.9763
MEM 289.718750 1626410990.0879
MEM 289.718750 1626410990.2002
MEM 289.718750 1626410990.3112
MEM 289.718750 1626410990.4215
MEM 289.718750 1626410990.5355
MEM 289.718750 1626410990.6469
MEM 289.718750 1626410990.7606
MEM 289.718750 1626410990.8743
MEM 289.718750 1626410990.9862
MEM 289.718750 1626410991.0986
MEM 289.781250 1626410991.2114
MEM 289.781250 1626410991.3211
MEM 289.781250 1626410991.4344
MEM 289.785156 1626410991.5464
MEM 289.785156 1626410991.6602
MEM 289.785156 1626410991.7735
MEM 289.785156 1626410991.8862
MEM 289.785156 1626410991.9987
MEM 289.785156 1626410992.1123
MEM 289.785156 1626410992.2259
MEM 289.785156 1626410992.3395
MEM 289.785156 1626410992.4542
MEM 289.785156 1626410992.5656
MEM 289.785156 1626410992.6781
MEM 289.785156 1626410992.7878
MEM 289.785156 1626410992.8994
MEM 289.785156 1626410993.0144
MEM 289.785156 1626410993.1280
MEM 289.785156 1626410993.2401
MEM 289.785156 1626410993.3538
MEM 289.785156 1626410993.4680
MEM 289.785156 1626410993.5813
MEM 289.785156 1626410993.6935
MEM 289.785156 1626410993.8064
MEM 289.785156 1626410993.9209
MEM 289.785156 1626410994.0338
MEM 289.785156 1626410994.1443
MEM 289.785156 1626410994.2564
MEM 289.785156 1626410994.3694
MEM 289.785156 1626410994.4829
MEM 289.785156 1626410994.5965
MEM 289.785156 1626410994.7070
MEM 289.785156 1626410994.8198
MEM 289.785156 1626410994.9325
MEM 289.785156 1626410995.0447
MEM 289.785156 1626410995.1575
MEM 289.785156 1626410995.2693
MEM 289.785156 1626410995.3825
MEM 289.785156 1626410995.4959
MEM 289.785156 1626410995.6090
MEM 289.785156 1626410995.7224
MEM 289.785156 1626410995.8353
MEM 289.785156 1626410995.9462
MEM 289.785156 1626410996.0598
MEM 289.785156 1626410996.1708
MEM 289.785156 1626410996.2831
MEM 289.785156 1626410996.3933
MEM 289.785156 1626410996.5071
MEM 289.785156 1626410996.6202
MEM 289.785156 1626410996.7334
MEM 289.785156 1626410996.8435
MEM 289.785156 1626410996.9538
MEM 289.785156 1626410997.0672
MEM 289.785156 1626410997.1816
MEM 289.785156 1626410997.2947
MEM 289.785156 1626410997.4072
MEM 289.785156 1626410997.5205
MEM 289.785156 1626410997.6338
MEM 289.785156 1626410997.7468
MEM 289.785156 1626410997.8604
MEM 289.785156 1626410997.9741
MEM 289.785156 1626410998.0875
MEM 289.785156 1626410998.2015
MEM 289.785156 1626410998.3151
MEM 289.785156 1626410998.4289
MEM 289.785156 1626410998.5439
MEM 289.785156 1626410998.6590
MEM 289.785156 1626410998.7743
MEM 289.847656 1626410998.8870
MEM 289.847656 1626410999.0011
MEM 289.847656 1626410999.1162
MEM 289.847656 1626410999.2306
MEM 289.847656 1626410999.3458
MEM 289.847656 1626410999.4635
MEM 289.847656 1626410999.5788
MEM 289.847656 1626410999.6941
MEM 289.847656 1626410999.8115
MEM 289.847656 1626410999.9255
MEM 289.847656 1626411000.0356
MEM 289.847656 1626411000.1497
MEM 289.847656 1626411000.2633
MEM 289.847656 1626411000.3779
MEM 289.847656 1626411000.4915
MEM 289.847656 1626411000.6052
MEM 289.847656 1626411000.7193
MEM 289.847656 1626411000.8325
MEM 289.847656 1626411000.9478
MEM 289.847656 1626411001.0612
MEM 289.847656 1626411001.1749
MEM 289.847656 1626411001.2848
MEM 289.847656 1626411001.3969
MEM 289.847656 1626411001.5104
MEM 289.847656 1626411001.6239
MEM 289.847656 1626411001.7366
MEM 289.847656 1626411001.8503
MEM 289.847656 1626411001.9640
MEM 289.847656 1626411002.0776
MEM 289.847656 1626411002.1913
MEM 289.847656 1626411002.3030
MEM 289.847656 1626411002.4161
MEM 289.847656 1626411002.5290
MEM 289.847656 1626411002.6436
MEM 289.847656 1626411002.7572
MEM 289.847656 1626411002.8678
MEM 289.847656 1626411002.9802
MEM 289.847656 1626411003.0927
MEM 289.847656 1626411003.2066
MEM 289.847656 1626411003.3203
MEM 289.847656 1626411003.4312
MEM 289.847656 1626411003.5446
MEM 289.847656 1626411003.6578
MEM 289.847656 1626411003.7701
MEM 289.847656 1626411003.8824
MEM 289.847656 1626411003.9942
MEM 289.847656 1626411004.1071
MEM 289.847656 1626411004.2204
MEM 289.847656 1626411004.3339
MEM 289.847656 1626411004.4460
MEM 289.847656 1626411004.5604
MEM 289.847656 1626411004.6724
MEM 289.847656 1626411004.7849
MEM 289.847656 1626411004.8987
MEM 289.847656 1626411005.0121
MEM 289.847656 1626411005.1239
MEM 289.847656 1626411005.2365
MEM 289.847656 1626411005.3497
MEM 289.847656 1626411005.4631
MEM 289.847656 1626411005.5782
MEM 289.847656 1626411005.6910
MEM 289.847656 1626411005.8044
MEM 289.847656 1626411005.9177
MEM 289.847656 1626411006.0294
MEM 289.847656 1626411006.1421
MEM 289.847656 1626411006.2542
MEM 289.847656 1626411006.3678
MEM 289.847656 1626411006.4777
MEM 289.847656 1626411006.5912
MEM 289.847656 1626411006.7022
MEM 289.847656 1626411006.8126
MEM 289.847656 1626411006.9260
MEM 289.847656 1626411007.0385
MEM 289.847656 1626411007.1509
MEM 289.847656 1626411007.2632
MEM 289.847656 1626411007.3762
MEM 289.847656 1626411007.4895
MEM 289.847656 1626411007.6028
MEM 289.847656 1626411007.7156
MEM 289.847656 1626411007.8275
MEM 289.847656 1626411007.9403
MEM 289.847656 1626411008.0534
MEM 289.847656 1626411008.1672
MEM 289.847656 1626411008.2798
MEM 289.847656 1626411008.3930
MEM 289.847656 1626411008.5065
MEM 289.847656 1626411008.6202
MEM 289.847656 1626411008.7335
MEM 289.847656 1626411008.8456
MEM 289.847656 1626411008.9579
MEM 289.847656 1626411009.0693
MEM 289.847656 1626411009.1829
MEM 289.847656 1626411009.2965
MEM 289.847656 1626411009.4103
MEM 289.847656 1626411009.5240
MEM 289.847656 1626411009.6373
MEM 289.847656 1626411009.7495
MEM 289.847656 1626411009.8621
MEM 289.847656 1626411009.9732
MEM 289.847656 1626411010.0870
MEM 289.847656 1626411010.1982
MEM 289.847656 1626411010.3130
MEM 289.847656 1626411010.4271
MEM 289.847656 1626411010.5404
MEM 289.847656 1626411010.6525
MEM 289.847656 1626411010.7661
MEM 289.847656 1626411010.8791
MEM 289.847656 1626411010.9890
MEM 289.847656 1626411011.1032
MEM 289.847656 1626411011.2155
MEM 289.847656 1626411011.3289
MEM 289.847656 1626411011.4419
MEM 289.847656 1626411011.5554
MEM 289.847656 1626411011.6695
MEM 289.847656 1626411011.7816
MEM 289.847656 1626411011.8914
MEM 289.847656 1626411012.0061
MEM 289.847656 1626411012.1190
MEM 289.847656 1626411012.2319
MEM 289.847656 1626411012.3438
MEM 289.847656 1626411012.4569
MEM 289.847656 1626411012.5692
MEM 289.847656 1626411012.6817
MEM 289.847656 1626411012.7941
MEM 289.847656 1626411012.9068
MEM 289.847656 1626411013.0187
MEM 289.847656 1626411013.1324
MEM 289.847656 1626411013.2440
MEM 289.847656 1626411013.3571
MEM 289.847656 1626411013.4724
MEM 289.847656 1626411013.5859
MEM 289.847656 1626411013.6991
MEM 289.847656 1626411013.8120
MEM 289.847656 1626411013.9255
MEM 289.847656 1626411014.0386
MEM 289.847656 1626411014.1521
MEM 289.847656 1626411014.2659
MEM 289.847656 1626411014.3778
MEM 289.847656 1626411014.4913
MEM 289.847656 1626411014.6040
MEM 289.847656 1626411014.7174
MEM 289.847656 1626411014.8307
MEM 289.847656 1626411014.9423
MEM 289.847656 1626411015.0557
MEM 289.847656 1626411015.1675
MEM 289.847656 1626411015.2809
MEM 289.847656 1626411015.3939
MEM 289.847656 1626411015.5072
MEM 289.847656 1626411015.6204
MEM 289.847656 1626411015.7339
MEM 289.847656 1626411015.8474
MEM 289.847656 1626411015.9600
MEM 289.847656 1626411016.0733
MEM 289.847656 1626411016.1870
MEM 289.847656 1626411016.3005
MEM 289.847656 1626411016.4142
MEM 289.847656 1626411016.5269
MEM 289.847656 1626411016.6403
MEM 289.847656 1626411016.7523
MEM 289.847656 1626411016.8658
MEM 289.847656 1626411016.9787
MEM 289.847656 1626411017.0885
MEM 289.847656 1626411017.2007
MEM 289.847656 1626411017.3141
MEM 289.847656 1626411017.4277
MEM 289.847656 1626411017.5404
MEM 289.847656 1626411017.6525
MEM 289.847656 1626411017.7659
MEM 289.847656 1626411017.8783
MEM 289.847656 1626411017.9897
MEM 289.847656 1626411018.1029
MEM 289.847656 1626411018.2161
MEM 289.910156 1626411018.3285
MEM 289.910156 1626411018.4421
MEM 289.910156 1626411018.5556
MEM 289.910156 1626411018.6653
MEM 289.910156 1626411018.7751
MEM 289.910156 1626411018.8881
MEM 289.910156 1626411019.0012
MEM 289.910156 1626411019.1127
MEM 289.910156 1626411019.2250
MEM 289.910156 1626411019.3385
MEM 289.910156 1626411019.4511
MEM 289.910156 1626411019.5641
MEM 289.910156 1626411019.6775
MEM 289.910156 1626411019.7930
MEM 289.910156 1626411019.9063
MEM 289.910156 1626411020.0199
MEM 289.910156 1626411020.1348
MEM 289.910156 1626411020.2487
MEM 289.910156 1626411020.3625
MEM 289.910156 1626411020.4760
MEM 289.910156 1626411020.5888
MEM 289.910156 1626411020.7022
MEM 289.910156 1626411020.8150
MEM 289.910156 1626411020.9285
MEM 289.910156 1626411021.0416
MEM 289.910156 1626411021.1540
MEM 289.910156 1626411021.2673
MEM 289.910156 1626411021.3808
MEM 289.910156 1626411021.4928
MEM 289.910156 1626411021.6066
MEM 289.910156 1626411021.7197
MEM 289.910156 1626411021.8349
MEM 289.910156 1626411021.9482
MEM 289.910156 1626411022.0628
MEM 289.910156 1626411022.1758
MEM 289.910156 1626411022.2890
MEM 289.910156 1626411022.4021
MEM 289.910156 1626411022.5156
MEM 289.910156 1626411022.6291
MEM 289.910156 1626411022.7436
MEM 289.910156 1626411022.8567
MEM 289.910156 1626411022.9686
MEM 289.910156 1626411023.0821
MEM 289.910156 1626411023.1959
MEM 289.910156 1626411023.3090
MEM 289.910156 1626411023.4226
MEM 289.910156 1626411023.5352
MEM 289.910156 1626411023.6450
MEM 289.910156 1626411023.7547
MEM 289.910156 1626411023.8683
MEM 289.910156 1626411023.9822
MEM 289.910156 1626411024.0959
MEM 289.910156 1626411024.2094
MEM 289.910156 1626411024.3212
MEM 289.910156 1626411024.4346
MEM 289.910156 1626411024.5480
MEM 289.910156 1626411024.6613
MEM 289.910156 1626411024.7746
MEM 289.910156 1626411024.8859
MEM 289.910156 1626411024.9963
MEM 289.910156 1626411025.1077
MEM 289.910156 1626411025.2216
MEM 289.910156 1626411025.3342
MEM 289.910156 1626411025.4454
MEM 289.910156 1626411025.5561
MEM 289.910156 1626411025.6687
MEM 289.910156 1626411025.7818
MEM 289.910156 1626411025.8938
MEM 289.910156 1626411026.0065
MEM 289.910156 1626411026.1189
MEM 289.910156 1626411026.2313
MEM 289.910156 1626411026.3448
MEM 289.910156 1626411026.4568
MEM 289.910156 1626411026.5668
MEM 289.910156 1626411026.6805
MEM 289.910156 1626411026.7927
MEM 289.910156 1626411026.9063
MEM 289.910156 1626411027.0193
MEM 289.910156 1626411027.1327
MEM 289.910156 1626411027.2458
MEM 289.910156 1626411027.3583
MEM 289.910156 1626411027.4695
MEM 289.910156 1626411027.5828
MEM 289.910156 1626411027.6953
MEM 289.910156 1626411027.8086
MEM 289.910156 1626411027.9215
MEM 289.972656 1626411028.0335
MEM 289.972656 1626411028.1466
MEM 289.972656 1626411028.2598
MEM 289.972656 1626411028.3728
MEM 289.972656 1626411028.4851
MEM 289.972656 1626411028.5989
MEM 289.972656 1626411028.7125
MEM 289.972656 1626411028.8246
MEM 289.972656 1626411028.9376
MEM 289.972656 1626411029.0512
MEM 289.972656 1626411029.1647
MEM 289.972656 1626411029.2780
MEM 289.972656 1626411029.3918
MEM 289.972656 1626411029.5056
MEM 289.972656 1626411029.6200
MEM 289.972656 1626411029.7311
MEM 289.972656 1626411029.8455
MEM 289.972656 1626411029.9577
MEM 289.972656 1626411030.0707
MEM 289.972656 1626411030.1848
MEM 289.972656 1626411030.2979
MEM 289.972656 1626411030.4114
MEM 289.972656 1626411030.5235
MEM 289.972656 1626411030.6375
MEM 289.972656 1626411030.7500
MEM 289.972656 1626411030.8654
MEM 289.972656 1626411030.9806
MEM 289.972656 1626411031.0960
MEM 289.972656 1626411031.2097
MEM 289.972656 1626411031.3248
MEM 289.972656 1626411031.4400
MEM 289.972656 1626411031.5544
MEM 289.972656 1626411031.6668
MEM 289.972656 1626411031.7788
MEM 289.972656 1626411031.8937
MEM 289.972656 1626411032.0049
MEM 289.972656 1626411032.1201
MEM 289.972656 1626411032.2315
MEM 289.972656 1626411032.3465
MEM 289.972656 1626411032.4600
MEM 289.972656 1626411032.5735
MEM 289.972656 1626411032.6870
MEM 289.972656 1626411032.8008
MEM 289.972656 1626411032.9146
MEM 289.972656 1626411033.0283
MEM 289.972656 1626411033.1408
MEM 289.972656 1626411033.2528
MEM 289.972656 1626411033.3662
MEM 289.972656 1626411033.4795
MEM 289.972656 1626411033.5930
MEM 289.972656 1626411033.7050
MEM 289.972656 1626411033.8171
MEM 289.972656 1626411033.9293
MEM 289.972656 1626411034.0432
MEM 289.972656 1626411034.1585
MEM 289.972656 1626411034.2731
MEM 289.972656 1626411034.3867
MEM 289.972656 1626411034.5043
MEM 289.972656 1626411034.6187
MEM 289.972656 1626411034.7321
MEM 289.972656 1626411034.8459
MEM 289.972656 1626411034.9560
MEM 289.972656 1626411035.0699
MEM 289.972656 1626411035.1832
MEM 289.972656 1626411035.2973
MEM 289.972656 1626411035.4119
MEM 289.972656 1626411035.5255
MEM 289.972656 1626411035.6401
MEM 289.972656 1626411035.7548
MEM 289.972656 1626411035.8693
MEM 289.972656 1626411035.9838
MEM 289.972656 1626411036.0982
MEM 289.972656 1626411036.2109
MEM 289.972656 1626411036.3256
MEM 289.972656 1626411036.4387
MEM 289.972656 1626411036.5522
MEM 289.972656 1626411036.6651
MEM 289.972656 1626411036.7788
MEM 289.972656 1626411036.8887
MEM 289.972656 1626411037.0013
MEM 289.972656 1626411037.1165
MEM 289.972656 1626411037.2294
MEM 289.972656 1626411037.3434
MEM 290.035156 1626411037.4560
MEM 290.035156 1626411037.5700
MEM 290.035156 1626411037.6836
MEM 290.035156 1626411037.7950
MEM 290.035156 1626411037.9084
MEM 290.035156 1626411038.0219
MEM 290.035156 1626411038.1348
MEM 290.035156 1626411038.2471
MEM 290.035156 1626411038.3606
MEM 290.035156 1626411038.4728
MEM 290.035156 1626411038.5862
MEM 290.035156 1626411038.6986
MEM 290.035156 1626411038.8102
MEM 290.035156 1626411038.9232
MEM 290.035156 1626411039.0368
MEM 290.035156 1626411039.1486
MEM 290.035156 1626411039.2604
MEM 290.035156 1626411039.3739
MEM 290.035156 1626411039.4873
MEM 290.035156 1626411039.6008
MEM 290.035156 1626411039.7143
MEM 290.035156 1626411039.8279
MEM 290.035156 1626411039.9408
MEM 290.035156 1626411040.0527
MEM 290.035156 1626411040.1661
MEM 290.035156 1626411040.2794
MEM 290.035156 1626411040.3943
MEM 290.035156 1626411040.5081
MEM 290.035156 1626411040.6180
MEM 290.035156 1626411040.7331
MEM 290.035156 1626411040.8476
MEM 290.035156 1626411040.9599
MEM 290.035156 1626411041.0718
MEM 290.035156 1626411041.1853
MEM 290.035156 1626411041.2986
MEM 290.035156 1626411041.4120
MEM 290.035156 1626411041.5242
MEM 290.035156 1626411041.6376
MEM 290.035156 1626411041.7522
MEM 290.035156 1626411041.8667
MEM 290.035156 1626411041.9801
MEM 290.035156 1626411042.0935
MEM 290.035156 1626411042.2035
MEM 290.035156 1626411042.3176
MEM 290.035156 1626411042.4316
MEM 290.035156 1626411042.5455
MEM 290.035156 1626411042.6598
MEM 290.035156 1626411042.7736
MEM 290.035156 1626411042.8870
MEM 290.035156 1626411042.9996
MEM 290.035156 1626411043.1131
MEM 290.035156 1626411043.2264
MEM 290.035156 1626411043.3398
MEM 290.035156 1626411043.4518
MEM 290.035156 1626411043.5650
MEM 290.035156 1626411043.6786
MEM 290.035156 1626411043.7920
MEM 290.035156 1626411043.9053
MEM 290.035156 1626411044.0181
MEM 290.035156 1626411044.1316
MEM 290.035156 1626411044.2455
MEM 290.035156 1626411044.3589
MEM 290.035156 1626411044.4724
MEM 290.035156 1626411044.5858
MEM 290.035156 1626411044.6978
MEM 290.035156 1626411044.8116
MEM 290.035156 1626411044.9244
MEM 290.035156 1626411045.0369
MEM 290.035156 1626411045.1505
MEM 290.035156 1626411045.2641
MEM 290.035156 1626411045.3776
MEM 290.035156 1626411045.4912
MEM 290.035156 1626411045.6050
MEM 290.035156 1626411045.7170
MEM 290.035156 1626411045.8300
MEM 290.035156 1626411045.9425
MEM 290.035156 1626411046.0525
MEM 290.035156 1626411046.1661
MEM 290.035156 1626411046.2797
MEM 290.035156 1626411046.3931
MEM 290.035156 1626411046.5066
MEM 290.035156 1626411046.6200
MEM 290.035156 1626411046.7331
MEM 290.035156 1626411046.8467
MEM 290.035156 1626411046.9591
MEM 290.035156 1626411047.0725
MEM 290.035156 1626411047.1856
MEM 290.035156 1626411047.2977
MEM 290.035156 1626411047.4114
MEM 290.035156 1626411047.5224
MEM 290.035156 1626411047.6361
MEM 290.035156 1626411047.7499
MEM 290.035156 1626411047.8620
MEM 290.035156 1626411047.9755
MEM 290.035156 1626411048.0891
MEM 290.035156 1626411048.2027
MEM 290.035156 1626411048.3161
MEM 290.035156 1626411048.4281
MEM 290.035156 1626411048.5414
MEM 290.035156 1626411048.6547
MEM 290.035156 1626411048.7684
MEM 290.035156 1626411048.8817
MEM 290.035156 1626411048.9947
MEM 290.035156 1626411049.1087
MEM 290.035156 1626411049.2226
MEM 290.035156 1626411049.3359
MEM 290.035156 1626411049.4487
MEM 290.035156 1626411049.5617
MEM 290.035156 1626411049.6752
MEM 290.035156 1626411049.7885
MEM 290.035156 1626411049.9015
MEM 290.035156 1626411050.0137
MEM 290.035156 1626411050.1287
MEM 290.035156 1626411050.2417
MEM 290.035156 1626411050.3552
MEM 290.035156 1626411050.4675
MEM 290.035156 1626411050.5785
MEM 290.035156 1626411050.6921
MEM 290.035156 1626411050.8058
MEM 290.035156 1626411050.9194
MEM 290.035156 1626411051.0323
MEM 290.035156 1626411051.1457
MEM 290.035156 1626411051.2564
MEM 290.035156 1626411051.3695
MEM 290.035156 1626411051.4829
MEM 290.035156 1626411051.5966
MEM 290.035156 1626411051.7087
MEM 290.035156 1626411051.8207
MEM 290.035156 1626411051.9328
MEM 290.035156 1626411052.0466
MEM 290.035156 1626411052.1603
MEM 290.035156 1626411052.2726
MEM 290.035156 1626411052.3872
MEM 290.035156 1626411052.5011
MEM 290.035156 1626411052.6148
MEM 290.035156 1626411052.7265
MEM 290.035156 1626411052.8400
MEM 290.035156 1626411052.9534
MEM 290.035156 1626411053.0667
MEM 290.035156 1626411053.1792
MEM 290.035156 1626411053.2919
MEM 290.035156 1626411053.4017
MEM 290.035156 1626411053.5153
MEM 290.035156 1626411053.6306
MEM 290.035156 1626411053.7441
MEM 290.035156 1626411053.8564
MEM 290.035156 1626411053.9716
MEM 290.035156 1626411054.0866
MEM 290.035156 1626411054.2022
MEM 290.035156 1626411054.3147
MEM 290.035156 1626411054.4294
MEM 290.035156 1626411054.5437
MEM 290.035156 1626411054.6586
MEM 290.035156 1626411054.7689
MEM 290.035156 1626411054.8841
MEM 290.035156 1626411054.9994
MEM 290.035156 1626411055.1152
MEM 290.035156 1626411055.2305
MEM 290.035156 1626411055.3455
MEM 290.035156 1626411055.4574
MEM 290.035156 1626411055.5716
MEM 290.035156 1626411055.6841
MEM 290.035156 1626411055.7978
MEM 290.035156 1626411055.9118
MEM 290.035156 1626411056.0239
MEM 290.035156 1626411056.1379
MEM 290.035156 1626411056.2524
MEM 290.035156 1626411056.3665
MEM 290.035156 1626411056.4812
MEM 290.035156 1626411056.5948
MEM 290.035156 1626411056.7083
MEM 290.035156 1626411056.8217
MEM 290.035156 1626411056.9351
MEM 290.035156 1626411057.0485
MEM 290.035156 1626411057.1622
MEM 290.035156 1626411057.2759
MEM 290.035156 1626411057.3895
MEM 290.035156 1626411057.5030
MEM 290.035156 1626411057.6132
MEM 290.035156 1626411057.7267
MEM 290.035156 1626411057.8366
MEM 290.035156 1626411057.9497
MEM 290.035156 1626411058.0648
MEM 290.035156 1626411058.1781
MEM 290.035156 1626411058.2910
MEM 290.097656 1626411058.4051
MEM 290.097656 1626411058.5172
MEM 290.097656 1626411058.6299
MEM 290.097656 1626411058.7432
MEM 290.097656 1626411058.8569
MEM 290.097656 1626411058.9706
MEM 290.097656 1626411059.0844
MEM 290.097656 1626411059.1981
MEM 290.097656 1626411059.3105
MEM 290.097656 1626411059.4232
MEM 290.097656 1626411059.5369
MEM 290.097656 1626411059.6507
MEM 290.097656 1626411059.7642
MEM 290.097656 1626411059.8777
MEM 290.097656 1626411059.9914
MEM 290.097656 1626411060.1050
MEM 290.097656 1626411060.2185
MEM 290.097656 1626411060.3337
MEM 290.097656 1626411060.4449
MEM 290.097656 1626411060.5549
MEM 290.097656 1626411060.6686
MEM 290.097656 1626411060.7824
MEM 290.097656 1626411060.8952
MEM 290.097656 1626411061.0050
MEM 290.097656 1626411061.1192
MEM 290.097656 1626411061.2324
MEM 290.097656 1626411061.3462
MEM 290.097656 1626411061.4603
MEM 290.097656 1626411061.5747
MEM 290.097656 1626411061.6905
MEM 290.097656 1626411061.8030
MEM 290.097656 1626411061.9155
MEM 290.097656 1626411062.0289
MEM 290.097656 1626411062.1414
MEM 290.097656 1626411062.2550
MEM 290.097656 1626411062.3685
MEM 290.097656 1626411062.4818
MEM 290.097656 1626411062.5953
MEM 290.097656 1626411062.7093
MEM 290.097656 1626411062.8240
MEM 290.097656 1626411062.9376
MEM 290.097656 1626411063.0499
MEM 290.097656 1626411063.1643
MEM 290.097656 1626411063.2779
MEM 290.097656 1626411063.3915
MEM 290.097656 1626411063.5057
MEM 290.097656 1626411063.6195
MEM 290.097656 1626411063.7333
MEM 290.097656 1626411063.8465
MEM 290.097656 1626411063.9601
MEM 290.097656 1626411064.0732
MEM 290.097656 1626411064.1844
MEM 290.097656 1626411064.2980
MEM 290.097656 1626411064.4114
MEM 290.097656 1626411064.5244
MEM 290.097656 1626411064.6359
MEM 290.097656 1626411064.7527
MEM 290.097656 1626411064.8659
MEM 290.097656 1626411064.9789
MEM 290.097656 1626411065.0899
MEM 290.097656 1626411065.2026
MEM 290.097656 1626411065.3154
MEM 290.097656 1626411065.4291
MEM 290.097656 1626411065.5418
MEM 290.097656 1626411065.6554
MEM 290.097656 1626411065.7677
MEM 290.097656 1626411065.8774
MEM 290.097656 1626411065.9897
MEM 290.097656 1626411066.1031
MEM 290.097656 1626411066.2166
MEM 290.097656 1626411066.3301
MEM 290.097656 1626411066.4436
MEM 290.097656 1626411066.5598
MEM 290.097656 1626411066.6732
MEM 290.097656 1626411066.7860
MEM 290.097656 1626411066.8995
MEM 290.097656 1626411067.0131
MEM 290.097656 1626411067.1251
MEM 290.097656 1626411067.2385
MEM 290.097656 1626411067.3518
MEM 290.097656 1626411067.4652
MEM 290.097656 1626411067.5786
MEM 290.160156 1626411067.6912
MEM 290.160156 1626411067.8045
MEM 290.160156 1626411067.9166
MEM 290.160156 1626411068.0287
MEM 290.160156 1626411068.1423
MEM 290.160156 1626411068.2548
MEM 290.160156 1626411068.3689
MEM 290.160156 1626411068.4817
