CMDLINE /home/advice/miniconda3/envs/torch_exp_dataset/bin/python /home/docker/side/torchcsvdataset/test/vaex_test.py
MEM 289.218750 1626410883.3134
MEM 289.218750 1626410883.4267
MEM 289.218750 1626410883.5404
MEM 289.218750 1626410883.6537
MEM 289.218750 1626410883.7682
MEM 289.218750 1626410883.8822
MEM 289.218750 1626410883.9957
MEM 289.218750 1626410884.1093
MEM 289.218750 1626410884.2226
MEM 289.218750 1626410884.3361
MEM 289.218750 1626410884.4481
MEM 289.218750 1626410884.5614
MEM 289.218750 1626410884.6749
MEM 289.218750 1626410884.7847
MEM 289.218750 1626410884.8994
MEM 289.218750 1626410885.0141
MEM 289.218750 1626410885.1261
MEM 289.218750 1626410885.2386
MEM 289.218750 1626410885.3523
MEM 289.218750 1626410885.4656
MEM 289.218750 1626410885.5791
MEM 289.218750 1626410885.6928
MEM 289.218750 1626410885.8061
MEM 289.218750 1626410885.9187
MEM 289.218750 1626410886.0321
MEM 289.218750 1626410886.1419
MEM 289.218750 1626410886.2554
MEM 289.218750 1626410886.3652
MEM 289.218750 1626410886.4777
MEM 289.218750 1626410886.5911
MEM 289.218750 1626410886.7029
MEM 289.218750 1626410886.8162
MEM 289.218750 1626410886.9297
MEM 289.218750 1626410887.0421
MEM 289.218750 1626410887.1549
MEM 289.218750 1626410887.2681
MEM 289.218750 1626410887.3816
MEM 289.281250 1626410887.4940
MEM 289.281250 1626410887.6077
MEM 289.281250 1626410887.7212
MEM 289.281250 1626410887.8349
MEM 289.281250 1626410887.9470
MEM 289.281250 1626410888.0607
MEM 289.281250 1626410888.1728
MEM 289.281250 1626410888.2861
MEM 289.281250 1626410888.3998
MEM 289.281250 1626410888.5136
MEM 289.281250 1626410888.6272
MEM 289.281250 1626410888.7400
MEM 289.281250 1626410888.8536
MEM 289.281250 1626410888.9641
MEM 289.281250 1626410889.0760
MEM 289.281250 1626410889.1881
MEM 289.281250 1626410889.3016
MEM 289.281250 1626410889.4151
MEM 289.281250 1626410889.5282
MEM 289.281250 1626410889.6404
MEM 289.281250 1626410889.7540
MEM 289.281250 1626410889.8674
MEM 289.281250 1626410889.9801
MEM 289.281250 1626410890.0938
MEM 289.281250 1626410890.2044
MEM 289.281250 1626410890.3187
MEM 289.281250 1626410890.4321
MEM 289.281250 1626410890.5457
MEM 289.281250 1626410890.6582
MEM 289.281250 1626410890.7709
MEM 289.281250 1626410890.8827
MEM 289.281250 1626410890.9956
MEM 289.281250 1626410891.1094
MEM 289.281250 1626410891.2228
MEM 289.281250 1626410891.3364
MEM 289.281250 1626410891.4492
MEM 289.281250 1626410891.5609
MEM 289.281250 1626410891.6750
MEM 289.281250 1626410891.7895
MEM 289.281250 1626410891.9046
MEM 289.281250 1626410892.0186
MEM 289.281250 1626410892.1322
MEM 289.281250 1626410892.2459
MEM 289.281250 1626410892.3595
MEM 289.281250 1626410892.4726
MEM 289.281250 1626410892.5823
MEM 289.281250 1626410892.6958
MEM 289.281250 1626410892.8063
MEM 289.281250 1626410892.9195
MEM 289.281250 1626410893.0325
MEM 289.281250 1626410893.1450
MEM 289.281250 1626410893.2587
MEM 289.281250 1626410893.3717
MEM 289.281250 1626410893.4856
MEM 289.281250 1626410893.6008
MEM 289.281250 1626410893.7130
MEM 289.281250 1626410893.8265
MEM 289.281250 1626410893.9415
MEM 289.281250 1626410894.0537
MEM 289.281250 1626410894.1662
MEM 289.281250 1626410894.2798
MEM 289.281250 1626410894.3930
MEM 289.281250 1626410894.5066
MEM 289.281250 1626410894.6202
MEM 289.281250 1626410894.7331
MEM 289.281250 1626410894.8451
MEM 289.281250 1626410894.9576
MEM 289.281250 1626410895.0710
MEM 289.281250 1626410895.1845
MEM 289.281250 1626410895.2962
MEM 289.281250 1626410895.4083
MEM 289.281250 1626410895.5213
MEM 289.281250 1626410895.6336
MEM 289.281250 1626410895.7470
MEM 289.281250 1626410895.8605
MEM 289.281250 1626410895.9727
MEM 289.281250 1626410896.0859
MEM 289.281250 1626410896.1992
MEM 289.281250 1626410896.3127
MEM 289.281250 1626410896.4255
MEM 289.281250 1626410896.5389
MEM 289.281250 1626410896.6524
MEM 289.281250 1626410896.7659
MEM 289.281250 1626410896.8773
MEM 289.281250 1626410896.9904
MEM 289.281250 1626410897.1040
MEM 289.281250 1626410897.2159
MEM 289.281250 1626410897.3293
MEM 289.281250 1626410897.4391
MEM 289.281250 1626410897.5527
MEM 289.281250 1626410897.6660
MEM 289.281250 1626410897.7788
MEM 289.281250 1626410897.8905
MEM 289.281250 1626410898.0029
MEM 289.281250 1626410898.1167
MEM 289.281250 1626410898.2297
MEM 289.281250 1626410898.3432
MEM 289.281250 1626410898.4570
MEM 289.281250 1626410898.5708
MEM 289.281250 1626410898.6836
MEM 289.281250 1626410898.7973
MEM 289.281250 1626410898.9111
MEM 289.281250 1626410899.0241
MEM 289.281250 1626410899.1373
MEM 289.281250 1626410899.2508
MEM 289.281250 1626410899.3643
MEM 289.281250 1626410899.4776
MEM 289.281250 1626410899.5874
MEM 289.281250 1626410899.7009
MEM 289.281250 1626410899.8137
MEM 289.281250 1626410899.9270
MEM 289.281250 1626410900.0405
MEM 289.281250 1626410900.1533
MEM 289.281250 1626410900.2681
MEM 289.281250 1626410900.3833
MEM 289.281250 1626410900.4960
MEM 289.281250 1626410900.6095
MEM 289.281250 1626410900.7224
MEM 289.281250 1626410900.8353
MEM 289.281250 1626410900.9488
MEM 289.281250 1626410901.0626
MEM 289.281250 1626410901.1748
MEM 289.281250 1626410901.2887
MEM 289.281250 1626410901.4014
MEM 289.281250 1626410901.5148
MEM 289.281250 1626410901.6284
MEM 289.281250 1626410901.7416
MEM 289.281250 1626410901.8543
MEM 289.281250 1626410901.9679
MEM 289.281250 1626410902.0811
MEM 289.281250 1626410902.1947
MEM 289.281250 1626410902.3080
MEM 289.281250 1626410902.4209
MEM 289.281250 1626410902.5324
MEM 289.281250 1626410902.6461
MEM 289.281250 1626410902.7608
MEM 289.281250 1626410902.8752
MEM 289.281250 1626410902.9890
MEM 289.281250 1626410903.1028
MEM 289.281250 1626410903.2174
MEM 289.281250 1626410903.3316
MEM 289.281250 1626410903.4425
MEM 289.281250 1626410903.5575
MEM 289.281250 1626410903.6719
MEM 289.281250 1626410903.7860
MEM 289.281250 1626410903.9000
MEM 289.281250 1626410904.0141
MEM 289.281250 1626410904.1281
MEM 289.281250 1626410904.2390
MEM 289.281250 1626410904.3522
MEM 289.281250 1626410904.4674
MEM 289.281250 1626410904.5821
MEM 289.281250 1626410904.6973
MEM 289.281250 1626410904.8121
MEM 289.281250 1626410904.9261
MEM 289.281250 1626410905.0390
MEM 289.281250 1626410905.1497
MEM 289.281250 1626410905.2641
MEM 289.281250 1626410905.3785
MEM 289.281250 1626410905.4924
MEM 289.281250 1626410905.6076
MEM 289.281250 1626410905.7186
MEM 289.343750 1626410905.8330
MEM 289.343750 1626410905.9468
MEM 289.343750 1626410906.0610
MEM 289.343750 1626410906.1744
MEM 289.343750 1626410906.2873
MEM 289.343750 1626410906.4007
MEM 289.343750 1626410906.5123
MEM 289.343750 1626410906.6262
MEM 289.343750 1626410906.7383
MEM 289.343750 1626410906.8506
MEM 289.343750 1626410906.9632
MEM 289.343750 1626410907.0767
MEM 289.343750 1626410907.1889
MEM 289.343750 1626410907.3015
MEM 289.343750 1626410907.4166
MEM 289.343750 1626410907.5288
MEM 289.343750 1626410907.6423
MEM 289.343750 1626410907.7555
MEM 289.343750 1626410907.8693
MEM 289.343750 1626410907.9831
MEM 289.343750 1626410908.0969
MEM 289.343750 1626410908.2106
MEM 289.343750 1626410908.3206
MEM 289.343750 1626410908.4343
MEM 289.343750 1626410908.5480
MEM 289.343750 1626410908.6624
MEM 289.343750 1626410908.7765
MEM 289.343750 1626410908.8867
MEM 289.343750 1626410909.0004
MEM 289.343750 1626410909.1142
MEM 289.343750 1626410909.2274
MEM 289.343750 1626410909.3411
MEM 289.343750 1626410909.4536
MEM 289.343750 1626410909.5670
MEM 289.343750 1626410909.6807
MEM 289.343750 1626410909.7945
MEM 289.343750 1626410909.9129
MEM 289.343750 1626410910.0275
MEM 289.343750 1626410910.1411
MEM 289.343750 1626410910.2535
MEM 289.343750 1626410910.3670
MEM 289.343750 1626410910.4797
MEM 289.343750 1626410910.5934
MEM 289.343750 1626410910.7058
MEM 289.343750 1626410910.8184
MEM 289.343750 1626410910.9318
MEM 289.343750 1626410911.0470
MEM 289.343750 1626410911.1621
MEM 289.343750 1626410911.2748
MEM 289.343750 1626410911.3865
MEM 289.343750 1626410911.5005
MEM 289.343750 1626410911.6144
MEM 289.343750 1626410911.7286
MEM 289.343750 1626410911.8417
MEM 289.343750 1626410911.9515
MEM 289.343750 1626410912.0650
MEM 289.343750 1626410912.1760
MEM 289.343750 1626410912.2900
MEM 289.343750 1626410912.4034
MEM 289.343750 1626410912.5167
MEM 289.343750 1626410912.6308
MEM 289.406250 1626410912.7444
MEM 289.406250 1626410912.8581
MEM 289.406250 1626410912.9752
MEM 289.406250 1626410913.0898
MEM 289.406250 1626410913.2040
MEM 289.406250 1626410913.3171
MEM 289.406250 1626410913.4306
MEM 289.406250 1626410913.5441
MEM 289.406250 1626410913.6548
MEM 289.406250 1626410913.7674
MEM 289.406250 1626410913.8810
MEM 289.406250 1626410913.9934
MEM 289.406250 1626410914.1059
MEM 289.406250 1626410914.2195
MEM 289.406250 1626410914.3310
MEM 289.406250 1626410914.4441
MEM 289.406250 1626410914.5569
MEM 289.406250 1626410914.6702
MEM 289.406250 1626410914.7836
MEM 289.406250 1626410914.8961
MEM 289.406250 1626410915.0095
MEM 289.406250 1626410915.1214
MEM 289.406250 1626410915.2344
MEM 289.406250 1626410915.3465
MEM 289.406250 1626410915.4601
MEM 289.406250 1626410915.5732
MEM 289.406250 1626410915.6867
MEM 289.406250 1626410915.7985
MEM 289.406250 1626410915.9113
MEM 289.406250 1626410916.0223
MEM 289.406250 1626410916.1352
MEM 289.406250 1626410916.2479
MEM 289.406250 1626410916.3603
MEM 289.406250 1626410916.4712
MEM 289.406250 1626410916.5822
MEM 289.406250 1626410916.6949
MEM 289.406250 1626410916.8046
MEM 289.406250 1626410916.9175
MEM 289.406250 1626410917.0289
MEM 289.406250 1626410917.1411
MEM 289.406250 1626410917.2545
MEM 289.406250 1626410917.3681
MEM 289.406250 1626410917.4804
MEM 289.406250 1626410917.5941
MEM 289.406250 1626410917.7077
MEM 289.406250 1626410917.8214
MEM 289.406250 1626410917.9336
MEM 289.406250 1626410918.0435
MEM 289.406250 1626410918.1568
MEM 289.406250 1626410918.2701
MEM 289.406250 1626410918.3838
MEM 289.406250 1626410918.4974
MEM 289.406250 1626410918.6113
MEM 289.406250 1626410918.7248
MEM 289.406250 1626410918.8371
MEM 289.406250 1626410918.9508
MEM 289.406250 1626410919.0686
MEM 289.406250 1626410919.1796
MEM 289.406250 1626410919.2935
MEM 289.406250 1626410919.4069
MEM 289.406250 1626410919.5207
MEM 289.406250 1626410919.6342
MEM 289.406250 1626410919.7476
MEM 289.406250 1626410919.8606
MEM 289.406250 1626410919.9739
MEM 289.406250 1626410920.0865
MEM 289.406250 1626410920.1992
MEM 289.406250 1626410920.3127
MEM 289.406250 1626410920.4225
MEM 289.406250 1626410920.5358
MEM 289.406250 1626410920.6462
MEM 289.406250 1626410920.7599
MEM 289.406250 1626410920.8736
MEM 289.406250 1626410920.9866
MEM 289.406250 1626410921.1001
MEM 289.406250 1626410921.2132
MEM 289.406250 1626410921.3268
MEM 289.406250 1626410921.4398
MEM 289.406250 1626410921.5534
MEM 289.406250 1626410921.6670
MEM 289.406250 1626410921.7807
MEM 289.406250 1626410921.8907
MEM 289.406250 1626410922.0047
MEM 289.406250 1626410922.1227
MEM 289.406250 1626410922.2368
MEM 289.406250 1626410922.3516
MEM 289.406250 1626410922.4652
MEM 289.406250 1626410922.5777
MEM 289.406250 1626410922.6912
MEM 289.406250 1626410922.8048
MEM 289.406250 1626410922.9186
MEM 289.406250 1626410923.0307
MEM 289.406250 1626410923.1443
MEM 289.406250 1626410923.2578
MEM 289.406250 1626410923.3702
MEM 289.406250 1626410923.4848
MEM 289.406250 1626410923.5978
MEM 289.406250 1626410923.7100
MEM 289.406250 1626410923.8222
MEM 289.406250 1626410923.9353
MEM 289.406250 1626410924.0491
MEM 289.406250 1626410924.1646
MEM 289.406250 1626410924.2796
MEM 289.406250 1626410924.3925
MEM 289.406250 1626410924.5064
MEM 289.406250 1626410924.6182
MEM 289.406250 1626410924.7312
MEM 289.406250 1626410924.8448
MEM 289.468750 1626410924.9574
MEM 289.468750 1626410925.0704
MEM 289.468750 1626410925.1850
MEM 289.468750 1626410925.2989
MEM 289.468750 1626410925.4127
MEM 289.468750 1626410925.5261
MEM 289.468750 1626410925.6396
MEM 289.468750 1626410925.7527
MEM 289.468750 1626410925.8647
MEM 289.468750 1626410925.9793
MEM 289.468750 1626410926.0933
MEM 289.468750 1626410926.2071
MEM 289.468750 1626410926.3203
MEM 289.468750 1626410926.4331
MEM 289.468750 1626410926.5452
MEM 289.468750 1626410926.6585
MEM 289.468750 1626410926.7719
MEM 289.468750 1626410926.8848
MEM 289.468750 1626410926.9993
MEM 289.468750 1626410927.1137
MEM 289.468750 1626410927.2274
MEM 289.468750 1626410927.3411
MEM 289.468750 1626410927.4536
MEM 289.468750 1626410927.5660
MEM 289.468750 1626410927.6758
MEM 289.468750 1626410927.7886
MEM 289.468750 1626410927.9020
MEM 289.468750 1626410928.0154
MEM 289.468750 1626410928.1251
MEM 289.468750 1626410928.2387
MEM 289.468750 1626410928.3521
MEM 289.468750 1626410928.4658
MEM 289.468750 1626410928.5771
MEM 289.468750 1626410928.6903
MEM 289.468750 1626410928.8023
MEM 289.468750 1626410928.9144
MEM 289.468750 1626410929.0269
MEM 289.468750 1626410929.1406
MEM 289.468750 1626410929.2542
MEM 289.468750 1626410929.3696
MEM 289.468750 1626410929.4824
MEM 289.468750 1626410929.5959
MEM 289.468750 1626410929.7092
MEM 289.468750 1626410929.8225
MEM 289.468750 1626410929.9362
MEM 289.468750 1626410930.0507
MEM 289.468750 1626410930.1639
MEM 289.468750 1626410930.2774
MEM 289.468750 1626410930.3906
MEM 289.468750 1626410930.5039
MEM 289.468750 1626410930.6143
MEM 289.468750 1626410930.7285
MEM 289.468750 1626410930.8419
MEM 289.468750 1626410930.9557
MEM 289.468750 1626410931.0687
MEM 289.468750 1626410931.1818
MEM 289.468750 1626410931.2943
MEM 289.468750 1626410931.4072
MEM 289.468750 1626410931.5203
MEM 289.468750 1626410931.6336
MEM 289.468750 1626410931.7470
MEM 289.468750 1626410931.8601
MEM 289.468750 1626410931.9729
MEM 289.468750 1626410932.0864
MEM 289.468750 1626410932.2025
MEM 289.468750 1626410932.3141
MEM 289.468750 1626410932.4283
MEM 289.468750 1626410932.5422
MEM 289.468750 1626410932.6567
MEM 289.468750 1626410932.7697
MEM 289.468750 1626410932.8822
MEM 289.468750 1626410932.9950
MEM 289.468750 1626410933.1084
MEM 289.468750 1626410933.2205
MEM 289.468750 1626410933.3342
MEM 289.468750 1626410933.4454
MEM 289.468750 1626410933.5585
MEM 289.468750 1626410933.6702
MEM 289.468750 1626410933.7826
MEM 289.468750 1626410933.8956
MEM 289.468750 1626410934.0108
MEM 289.468750 1626410934.1235
MEM 289.468750 1626410934.2383
MEM 289.468750 1626410934.3533
MEM 289.468750 1626410934.4670
MEM 289.468750 1626410934.5793
MEM 289.468750 1626410934.6934
MEM 289.468750 1626410934.8074
MEM 289.468750 1626410934.9214
MEM 289.468750 1626410935.0359
MEM 289.468750 1626410935.1502
MEM 289.468750 1626410935.2635
MEM 289.468750 1626410935.3777
MEM 289.468750 1626410935.4904
MEM 289.468750 1626410935.6039
MEM 289.468750 1626410935.7155
MEM 289.468750 1626410935.8289
MEM 289.468750 1626410935.9439
MEM 289.468750 1626410936.0583
MEM 289.468750 1626410936.1725
MEM 289.468750 1626410936.2864
MEM 289.468750 1626410936.4012
MEM 289.468750 1626410936.5145
MEM 289.468750 1626410936.6287
MEM 289.468750 1626410936.7430
MEM 289.468750 1626410936.8563
MEM 289.468750 1626410936.9698
MEM 289.468750 1626410937.0839
MEM 289.468750 1626410937.1984
MEM 289.468750 1626410937.3122
MEM 289.468750 1626410937.4272
MEM 289.468750 1626410937.5413
MEM 289.468750 1626410937.6537
MEM 289.468750 1626410937.7674
MEM 289.468750 1626410937.8799
MEM 289.468750 1626410937.9928
MEM 289.468750 1626410938.1058
MEM 289.468750 1626410938.2185
MEM 289.468750 1626410938.3295
MEM 289.468750 1626410938.4434
MEM 289.468750 1626410938.5571
MEM 289.468750 1626410938.6702
MEM 289.468750 1626410938.7832
MEM 289.468750 1626410938.8966
MEM 289.468750 1626410939.0085
MEM 289.468750 1626410939.1223
MEM 289.468750 1626410939.2350
MEM 289.468750 1626410939.3480
MEM 289.468750 1626410939.4611
MEM 289.468750 1626410939.5733
MEM 289.468750 1626410939.6864
MEM 289.468750 1626410939.7993
MEM 289.468750 1626410939.9150
MEM 289.468750 1626410940.0297
MEM 289.468750 1626410940.1419
MEM 289.468750 1626410940.2564
MEM 289.468750 1626410940.3701
MEM 289.468750 1626410940.4820
MEM 289.468750 1626410940.5954
MEM 289.468750 1626410940.7065
MEM 289.468750 1626410940.8193
MEM 289.468750 1626410940.9309
MEM 289.468750 1626410941.0436
MEM 289.468750 1626410941.1572
MEM 289.468750 1626410941.2676
MEM 289.468750 1626410941.3797
MEM 289.468750 1626410941.4896
MEM 289.468750 1626410941.6031
MEM 289.468750 1626410941.7142
MEM 289.468750 1626410941.8239
MEM 289.468750 1626410941.9369
MEM 289.468750 1626410942.0495
MEM 289.468750 1626410942.1623
MEM 289.468750 1626410942.2758
MEM 289.468750 1626410942.3879
MEM 289.468750 1626410942.4999
MEM 289.468750 1626410942.6134
MEM 289.468750 1626410942.7259
MEM 289.468750 1626410942.8387
MEM 289.468750 1626410942.9522
MEM 289.468750 1626410943.0671
MEM 289.468750 1626410943.1781
MEM 289.468750 1626410943.2891
MEM 289.468750 1626410943.4025
MEM 289.468750 1626410943.5161
MEM 289.468750 1626410943.6281
MEM 289.468750 1626410943.7416
MEM 289.468750 1626410943.8553
MEM 289.468750 1626410943.9687
MEM 289.468750 1626410944.0818
MEM 289.468750 1626410944.1953
MEM 289.468750 1626410944.3087
MEM 289.468750 1626410944.4186
MEM 289.468750 1626410944.5321
MEM 289.468750 1626410944.6456
MEM 289.468750 1626410944.7585
MEM 289.468750 1626410944.8703
MEM 289.468750 1626410944.9836
MEM 289.468750 1626410945.0966
MEM 289.468750 1626410945.2096
MEM 289.468750 1626410945.3214
MEM 289.468750 1626410945.4347
MEM 289.468750 1626410945.5471
MEM 289.468750 1626410945.6581
MEM 289.468750 1626410945.7715
MEM 289.468750 1626410945.8851
MEM 289.468750 1626410945.9986
MEM 289.468750 1626410946.1119
MEM 289.468750 1626410946.2255
MEM 289.468750 1626410946.3379
MEM 289.468750 1626410946.4499
MEM 289.468750 1626410946.5625
MEM 289.468750 1626410946.6751
MEM 289.468750 1626410946.7878
MEM 289.468750 1626410946.9012
MEM 289.468750 1626410947.0138
MEM 289.468750 1626410947.1262
MEM 289.468750 1626410947.2372
MEM 289.468750 1626410947.3505
MEM 289.468750 1626410947.4629
MEM 289.531250 1626410947.5762
MEM 289.531250 1626410947.6871
MEM 289.531250 1626410947.7975
MEM 289.531250 1626410947.9110
MEM 289.531250 1626410948.0261
MEM 289.531250 1626410948.1393
MEM 289.531250 1626410948.2528
MEM 289.531250 1626410948.3660
MEM 289.531250 1626410948.4796
MEM 289.531250 1626410948.5931
MEM 289.531250 1626410948.7066
MEM 289.531250 1626410948.8193
MEM 289.531250 1626410948.9327
MEM 289.531250 1626410949.0452
MEM 289.531250 1626410949.1579
MEM 289.531250 1626410949.2703
MEM 289.531250 1626410949.3837
MEM 289.531250 1626410949.4969
MEM 289.531250 1626410949.6094
MEM 289.531250 1626410949.7229
MEM 289.531250 1626410949.8364
MEM 289.531250 1626410949.9499
MEM 289.531250 1626410950.0635
MEM 289.531250 1626410950.1781
MEM 289.531250 1626410950.2922
MEM 289.531250 1626410950.4042
MEM 289.531250 1626410950.5165
MEM 289.531250 1626410950.6308
MEM 289.531250 1626410950.7409
MEM 289.531250 1626410950.8543
MEM 289.593750 1626410950.9670
MEM 289.593750 1626410951.0805
MEM 289.593750 1626410951.1940
MEM 289.593750 1626410951.3073
MEM 289.593750 1626410951.4171
MEM 289.593750 1626410951.5269
MEM 289.593750 1626410951.6407
MEM 289.593750 1626410951.7531
MEM 289.593750 1626410951.8629
MEM 289.593750 1626410951.9757
MEM 289.593750 1626410952.0896
MEM 289.593750 1626410952.2030
MEM 289.593750 1626410952.3162
MEM 289.593750 1626410952.4330
MEM 289.593750 1626410952.5469
MEM 289.593750 1626410952.6613
MEM 289.593750 1626410952.7748
MEM 289.593750 1626410952.8884
MEM 289.593750 1626410953.0013
MEM 289.593750 1626410953.1150
MEM 289.593750 1626410953.2298
MEM 289.593750 1626410953.3447
MEM 289.593750 1626410953.4581
MEM 289.593750 1626410953.5717
MEM 289.593750 1626410953.6847
MEM 289.593750 1626410953.7945
MEM 289.593750 1626410953.9059
MEM 289.593750 1626410954.0187
MEM 289.593750 1626410954.1321
MEM 289.593750 1626410954.2454
MEM 289.593750 1626410954.3587
MEM 289.593750 1626410954.4697
MEM 289.593750 1626410954.5827
MEM 289.593750 1626410954.6961
MEM 289.593750 1626410954.8125
MEM 289.593750 1626410954.9257
MEM 289.593750 1626410955.0387
MEM 289.593750 1626410955.1512
MEM 289.593750 1626410955.2608
MEM 289.593750 1626410955.3740
MEM 289.593750 1626410955.4860
MEM 289.593750 1626410955.5955
MEM 289.593750 1626410955.7052
MEM 289.593750 1626410955.8183
MEM 289.593750 1626410955.9318
MEM 289.593750 1626410956.0415
MEM 289.593750 1626410956.1551
MEM 289.593750 1626410956.2685
MEM 289.593750 1626410956.3817
MEM 289.593750 1626410956.4939
MEM 289.593750 1626410956.6057
MEM 289.593750 1626410956.7190
MEM 289.593750 1626410956.8322
MEM 289.593750 1626410956.9458
MEM 289.593750 1626410957.0579
MEM 289.593750 1626410957.1714
MEM 289.593750 1626410957.2857
MEM 289.593750 1626410957.3976
MEM 289.593750 1626410957.5121
MEM 289.593750 1626410957.6222
MEM 289.593750 1626410957.7352
MEM 289.593750 1626410957.8496
MEM 289.593750 1626410957.9616
MEM 289.593750 1626410958.0736
MEM 289.593750 1626410958.1862
MEM 289.593750 1626410958.3005
MEM 289.593750 1626410958.4146
MEM 289.593750 1626410958.5289
MEM 289.593750 1626410958.6425
MEM 289.593750 1626410958.7559
MEM 289.593750 1626410958.8684
MEM 289.593750 1626410958.9825
MEM 289.593750 1626410959.0946
MEM 289.593750 1626410959.2069
MEM 289.593750 1626410959.3203
MEM 289.593750 1626410959.4338
MEM 289.593750 1626410959.5450
MEM 289.593750 1626410959.6579
MEM 289.593750 1626410959.7700
MEM 289.593750 1626410959.8811
MEM 289.593750 1626410959.9941
MEM 289.593750 1626410960.1067
MEM 289.593750 1626410960.2192
MEM 289.593750 1626410960.3329
MEM 289.593750 1626410960.4456
MEM 289.593750 1626410960.5568
MEM 289.593750 1626410960.6702
MEM 289.593750 1626410960.7830
MEM 289.593750 1626410960.8958
MEM 289.593750 1626410961.0118
MEM 289.593750 1626410961.1269
MEM 289.593750 1626410961.2406
MEM 289.593750 1626410961.3543
MEM 289.593750 1626410961.4680
MEM 289.593750 1626410961.5815
MEM 289.593750 1626410961.6943
MEM 289.593750 1626410961.8048
MEM 289.593750 1626410961.9178
MEM 289.593750 1626410962.0312
MEM 289.593750 1626410962.1446
MEM 289.593750 1626410962.2569
MEM 289.593750 1626410962.3701
MEM 289.593750 1626410962.4835
MEM 289.593750 1626410962.5970
MEM 289.593750 1626410962.7093
MEM 289.593750 1626410962.8227
MEM 289.593750 1626410962.9354
MEM 289.593750 1626410963.0450
MEM 289.593750 1626410963.1586
MEM 289.593750 1626410963.2722
MEM 289.593750 1626410963.3870
MEM 289.593750 1626410963.4993
MEM 289.593750 1626410963.6119
MEM 289.593750 1626410963.7277
MEM 289.593750 1626410963.8417
MEM 289.593750 1626410963.9556
MEM 289.593750 1626410964.0710
MEM 289.593750 1626410964.1863
MEM 289.593750 1626410964.2962
MEM 289.593750 1626410964.4080
MEM 289.593750 1626410964.5236
MEM 289.593750 1626410964.6381
MEM 289.593750 1626410964.7519
MEM 289.593750 1626410964.8667
MEM 289.593750 1626410964.9805
MEM 289.593750 1626410965.0953
MEM 289.593750 1626410965.2089
MEM 289.593750 1626410965.3231
MEM 289.593750 1626410965.4368
MEM 289.593750 1626410965.5493
MEM 289.593750 1626410965.6634
MEM 289.593750 1626410965.7785
MEM 289.593750 1626410965.8934
MEM 289.593750 1626410966.0087
MEM 289.593750 1626410966.1239
MEM 289.593750 1626410966.2378
MEM 289.593750 1626410966.3487
MEM 289.593750 1626410966.4633
MEM 289.593750 1626410966.5777
MEM 289.593750 1626410966.6921
MEM 289.593750 1626410966.8065
MEM 289.593750 1626410966.9214
MEM 289.593750 1626410967.0415
MEM 289.593750 1626410967.1567
MEM 289.593750 1626410967.2708
MEM 289.593750 1626410967.3848
MEM 289.593750 1626410967.4982
MEM 289.593750 1626410967.6105
MEM 289.593750 1626410967.7236
MEM 289.593750 1626410967.8366
MEM 289.593750 1626410967.9507
MEM 289.593750 1626410968.0641
MEM 289.593750 1626410968.1741
MEM 289.593750 1626410968.2876
MEM 289.593750 1626410968.3990
MEM 289.593750 1626410968.5124
MEM 289.593750 1626410968.6264
MEM 289.593750 1626410968.7400
MEM 289.656250 1626410968.8534
MEM 289.656250 1626410968.9672
MEM 289.656250 1626410969.0782
MEM 289.656250 1626410969.1902
MEM 289.656250 1626410969.3010
MEM 289.656250 1626410969.4139
MEM 289.656250 1626410969.5266
MEM 289.656250 1626410969.6394
MEM 289.656250 1626410969.7529
MEM 289.656250 1626410969.8628
MEM 289.656250 1626410969.9761
MEM 289.656250 1626410970.0881
MEM 289.656250 1626410970.2015
MEM 289.656250 1626410970.3141
MEM 289.656250 1626410970.4270
MEM 289.656250 1626410970.5403
MEM 289.656250 1626410970.6536
MEM 289.656250 1626410970.7640
MEM 289.656250 1626410970.8769
MEM 289.656250 1626410970.9896
MEM 289.656250 1626410971.1025
MEM 289.656250 1626410971.2161
MEM 289.656250 1626410971.3292
MEM 289.656250 1626410971.4425
MEM 289.656250 1626410971.5560
MEM 289.656250 1626410971.6696
MEM 289.656250 1626410971.7845
MEM 289.656250 1626410971.8980
MEM 289.656250 1626410972.0115
MEM 289.656250 1626410972.1250
MEM 289.656250 1626410972.2385
MEM 289.656250 1626410972.3526
MEM 289.656250 1626410972.4666
MEM 289.656250 1626410972.5816
MEM 289.656250 1626410972.6954
MEM 289.656250 1626410972.8090
MEM 289.656250 1626410972.9227
MEM 289.656250 1626410973.0329
MEM 289.656250 1626410973.1497
MEM 289.656250 1626410973.2631
MEM 289.656250 1626410973.3770
MEM 289.656250 1626410973.4902
MEM 289.656250 1626410973.6037
MEM 289.656250 1626410973.7167
MEM 289.656250 1626410973.8295
MEM 289.656250 1626410973.9428
MEM 289.656250 1626410974.0557
MEM 289.656250 1626410974.1678
MEM 289.656250 1626410974.2805
MEM 289.656250 1626410974.3938
MEM 289.656250 1626410974.5072
MEM 289.656250 1626410974.6186
MEM 289.656250 1626410974.7319
MEM 289.656250 1626410974.8477
MEM 289.656250 1626410974.9601
MEM 289.656250 1626410975.0735
MEM 289.656250 1626410975.1857
MEM 289.656250 1626410975.2978
MEM 289.656250 1626410975.4093
MEM 289.656250 1626410975.5216
MEM 289.656250 1626410975.6341
MEM 289.656250 1626410975.7475
MEM 289.656250 1626410975.8588
