CMDLINE /home/advice/miniconda3/envs/torch_exp_dataset/bin/python ./test/pandas_test.py --n_samples 100 --batch_size 10
MEM 1.617188 1626413676.1199
MEM 17.546875 1626413676.2203
MEM 26.593750 1626413676.3208
MEM 36.019531 1626413676.4212
MEM 53.335938 1626413676.5216
MEM 75.578125 1626413676.6219
MEM 105.773438 1626413676.7223
MEM 114.152344 1626413676.8227
MEM 124.476562 1626413676.9231
MEM 133.699219 1626413677.0235
MEM 150.582031 1626413677.1240
MEM 153.613281 1626413677.2243
MEM 165.367188 1626413677.3246
MEM 169.195312 1626413677.4250
MEM 173.503906 1626413677.5252
MEM 197.613281 1626413677.6256
MEM 208.105469 1626413677.7258
MEM 214.843750 1626413677.8261
MEM 230.218750 1626413677.9264
MEM 236.734375 1626413678.0267
MEM 236.734375 1626413678.1270
MEM 243.261719 1626413678.2272
MEM 247.675781 1626413678.3275
MEM 249.027344 1626413678.4278
MEM 251.859375 1626413678.5280
MEM 254.746094 1626413678.6283
MEM 254.875000 1626413678.7286
MEM 255.660156 1626413678.8289
MEM 257.242188 1626413678.9291
MEM 257.242188 1626413679.0294
MEM 257.242188 1626413679.1296
MEM 257.242188 1626413679.2299
MEM 257.316406 1626413679.3302
MEM 257.316406 1626413679.4305
MEM 257.316406 1626413679.5309
MEM 257.316406 1626413679.6312
MEM 257.316406 1626413679.7314
MEM 257.460938 1626413679.8317
MEM 257.515625 1626413679.9319
MEM 257.285156 1626413680.0321
