CMDLINE /home/advice/miniconda3/envs/torch_exp_dataset/bin/python ./test/vaex_test.py --n_samples 100 --batch_size 10
MEM 3.617188 1626413515.5933
MEM 16.710938 1626413515.6936
MEM 24.289062 1626413515.7940
MEM 30.585938 1626413515.8943
MEM 37.035156 1626413515.9947
MEM 63.218750 1626413516.0951
MEM 92.324219 1626413516.1955
MEM 113.906250 1626413516.2958
MEM 116.742188 1626413516.3962
MEM 130.074219 1626413516.4965
MEM 139.574219 1626413516.5969
MEM 152.496094 1626413516.6973
MEM 160.343750 1626413516.7977
MEM 166.054688 1626413516.8981
MEM 168.437500 1626413516.9986
MEM 173.605469 1626413517.0990
MEM 189.757812 1626413517.1994
MEM 200.972656 1626413517.2999
MEM 208.386719 1626413517.4003
MEM 208.636719 1626413517.5007
MEM 208.636719 1626413517.6011
MEM 216.828125 1626413517.7015
MEM 223.800781 1626413517.8019
MEM 228.855469 1626413517.9024
MEM 236.847656 1626413518.0028
MEM 245.933594 1626413518.1031
MEM 258.601562 1626413518.2035
MEM 261.542969 1626413518.3039
MEM 261.542969 1626413518.4043
MEM 265.527344 1626413518.5048
MEM 271.007812 1626413518.6052
MEM 274.824219 1626413518.7055
MEM 276.242188 1626413518.8057
MEM 279.972656 1626413518.9061
MEM 284.878906 1626413519.0064
MEM 284.878906 1626413519.1068
MEM 284.878906 1626413519.2070
MEM 285.550781 1626413519.3073
MEM 286.433594 1626413519.4076
MEM 286.433594 1626413519.5078
MEM 286.433594 1626413519.6081
MEM 286.433594 1626413519.7084
MEM 286.550781 1626413519.8086
MEM 286.550781 1626413519.9089
MEM 286.550781 1626413520.0091
MEM 286.550781 1626413520.1094
MEM 286.550781 1626413520.2096
MEM 286.550781 1626413520.3099
MEM 286.550781 1626413520.4102
MEM 286.550781 1626413520.5104
MEM 286.550781 1626413520.6107
MEM 286.550781 1626413520.7110
MEM 286.550781 1626413520.8113
MEM 286.550781 1626413520.9116
MEM 286.550781 1626413521.0118
MEM 286.550781 1626413521.1121
MEM 286.550781 1626413521.2124
MEM 286.593750 1626413521.3126
MEM 286.593750 1626413521.4129
MEM 286.593750 1626413521.5131
MEM 286.593750 1626413521.6134
MEM 286.593750 1626413521.7136
MEM 286.593750 1626413521.8139
MEM 286.593750 1626413521.9142
MEM 286.593750 1626413522.0144
MEM 286.593750 1626413522.1147
MEM 286.593750 1626413522.2149
MEM 287.113281 1626413522.3152
MEM 287.113281 1626413522.4154
MEM 287.089844 1626413522.5157
MEM 286.652344 1626413522.6159
MEM 284.652344 1626413522.7162
