CMDLINE /home/advice/miniconda3/envs/torch_exp_dataset/bin/python /home/docker/side/torchcsvdataset/test/pandas_test.py
MEM 261.273438 1626411558.6037
MEM 261.289062 1626411558.7176
MEM 262.785156 1626411558.8319
MEM 261.289062 1626411558.9469
MEM 261.289062 1626411559.0611
MEM 262.785156 1626411559.1745
MEM 261.281250 1626411559.2888
MEM 261.300781 1626411559.4035
MEM 261.308594 1626411559.5185
MEM 262.816406 1626411559.6331
MEM 261.308594 1626411559.7462
MEM 261.335938 1626411559.8598
MEM 261.320312 1626411559.9740
MEM 261.335938 1626411560.0892
MEM 261.320312 1626411560.2027
MEM 262.832031 1626411560.3148
MEM 261.320312 1626411560.4300
MEM 261.335938 1626411560.5450
MEM 262.585938 1626411560.6592
MEM 261.335938 1626411560.7739
MEM 261.335938 1626411560.8893
MEM 261.335938 1626411561.0033
MEM 262.832031 1626411561.1156
MEM 261.335938 1626411561.2282
MEM 262.832031 1626411561.3426
MEM 261.335938 1626411561.4569
MEM 262.832031 1626411561.5705
MEM 261.335938 1626411561.6842
MEM 262.832031 1626411561.7986
MEM 261.335938 1626411561.9116
MEM 262.832031 1626411562.0248
MEM 261.335938 1626411562.1387
MEM 261.335938 1626411562.2526
MEM 262.832031 1626411562.3671
MEM 261.320312 1626411562.4829
MEM 261.335938 1626411562.5959
MEM 261.320312 1626411562.7114
MEM 261.335938 1626411562.8270
MEM 262.832031 1626411562.9416
MEM 261.320312 1626411563.0561
MEM 261.335938 1626411563.1701
MEM 261.320312 1626411563.2838
MEM 261.335938 1626411563.3986
MEM 262.585938 1626411563.5134
MEM 261.320312 1626411563.6278
MEM 261.335938 1626411563.7418
MEM 261.320312 1626411563.8553
MEM 262.585938 1626411563.9661
MEM 261.335938 1626411564.0807
MEM 262.832031 1626411564.1950
MEM 261.335938 1626411564.3090
MEM 261.320312 1626411564.4239
MEM 261.335938 1626411564.5382
MEM 261.335938 1626411564.6526
MEM 262.085938 1626411564.7679
MEM 261.320312 1626411564.8822
MEM 261.335938 1626411564.9967
MEM 261.574219 1626411565.1125
MEM 261.335938 1626411565.2264
MEM 261.320312 1626411565.3411
MEM 261.335938 1626411565.4558
MEM 262.832031 1626411565.5713
MEM 261.320312 1626411565.6845
MEM 261.335938 1626411565.7996
MEM 261.320312 1626411565.9118
MEM 261.335938 1626411566.0260
MEM 261.320312 1626411566.1403
MEM 262.832031 1626411566.2520
MEM 261.320312 1626411566.3665
MEM 262.832031 1626411566.4785
MEM 261.335938 1626411566.5924
MEM 262.832031 1626411566.7063
MEM 261.335938 1626411566.8195
MEM 262.832031 1626411566.9343
MEM 261.832031 1626411567.0476
MEM 261.335938 1626411567.1633
MEM 262.832031 1626411567.2773
MEM 261.320312 1626411567.3910
MEM 261.335938 1626411567.5052
MEM 261.320312 1626411567.6185
MEM 261.335938 1626411567.7351
MEM 262.832031 1626411567.8493
MEM 261.335938 1626411567.9627
MEM 262.832031 1626411568.0742
MEM 261.335938 1626411568.1861
MEM 262.832031 1626411568.3019
MEM 261.320312 1626411568.4150
MEM 261.335938 1626411568.5295
MEM 262.832031 1626411568.6438
MEM 261.335938 1626411568.7564
MEM 261.320312 1626411568.8674
MEM 261.335938 1626411568.9824
MEM 262.835938 1626411569.0973
MEM 261.324219 1626411569.2104
MEM 261.339844 1626411569.3256
MEM 261.324219 1626411569.4396
MEM 261.339844 1626411569.5534
MEM 261.339844 1626411569.6680
MEM 261.339844 1626411569.7828
MEM 261.324219 1626411569.8972
MEM 261.339844 1626411570.0105
MEM 261.324219 1626411570.1230
MEM 261.339844 1626411570.2376
MEM 261.835938 1626411570.3518
MEM 261.339844 1626411570.4661
MEM 262.835938 1626411570.5801
MEM 261.324219 1626411570.6919
MEM 262.835938 1626411570.8043
MEM 261.339844 1626411570.9164
MEM 261.339844 1626411571.0312
MEM 261.835938 1626411571.1458
MEM 261.339844 1626411571.2588
MEM 262.839844 1626411571.3740
MEM 262.839844 1626411571.4873
MEM 261.343750 1626411571.5996
MEM 262.839844 1626411571.7136
MEM 261.335938 1626411571.8285
MEM 261.355469 1626411571.9421
MEM 261.347656 1626411572.0547
MEM 261.371094 1626411572.1706
MEM 261.375000 1626411572.2852
MEM 261.371094 1626411572.3992
MEM 262.882812 1626411572.5160
MEM 261.371094 1626411572.6304
MEM 261.386719 1626411572.7457
MEM 262.882812 1626411572.8623
MEM 261.386719 1626411572.9782
MEM 261.386719 1626411573.0927
MEM 262.882812 1626411573.2074
MEM 261.386719 1626411573.3212
MEM 262.882812 1626411573.4347
MEM 262.882812 1626411573.5490
MEM 262.882812 1626411573.6637
MEM 262.882812 1626411573.7761
MEM 261.371094 1626411573.8907
MEM 262.882812 1626411574.0049
MEM 261.386719 1626411574.1206
MEM 261.386719 1626411574.2343
MEM 262.882812 1626411574.3487
MEM 261.386719 1626411574.4624
MEM 262.882812 1626411574.5771
MEM 261.386719 1626411574.6914
MEM 262.882812 1626411574.8062
MEM 261.386719 1626411574.9199
MEM 262.882812 1626411575.0336
MEM 261.386719 1626411575.1465
MEM 262.882812 1626411575.2614
MEM 261.386719 1626411575.3755
MEM 262.882812 1626411575.4913
MEM 261.386719 1626411575.6058
MEM 262.882812 1626411575.7193
MEM 261.386719 1626411575.8330
MEM 261.371094 1626411575.9462
MEM 262.882812 1626411576.0597
MEM 262.882812 1626411576.1727
MEM 261.386719 1626411576.2864
MEM 262.882812 1626411576.4001
MEM 261.386719 1626411576.5139
MEM 261.371094 1626411576.6261
MEM 262.882812 1626411576.7397
MEM 262.882812 1626411576.8535
MEM 261.386719 1626411576.9680
MEM 261.386719 1626411577.0823
MEM 262.882812 1626411577.1965
MEM 261.386719 1626411577.3105
MEM 262.882812 1626411577.4247
MEM 261.386719 1626411577.5390
MEM 261.371094 1626411577.6532
MEM 261.386719 1626411577.7678
MEM 261.386719 1626411577.8820
MEM 262.882812 1626411577.9964
MEM 261.386719 1626411578.1102
MEM 261.371094 1626411578.2227
MEM 261.386719 1626411578.3367
MEM 261.386719 1626411578.4489
MEM 262.882812 1626411578.5632
MEM 261.386719 1626411578.6772
MEM 262.882812 1626411578.7912
MEM 261.386719 1626411578.9046
MEM 261.371094 1626411579.0177
MEM 261.386719 1626411579.1322
MEM 261.371094 1626411579.2468
MEM 262.882812 1626411579.3617
MEM 262.378906 1626411579.4758
MEM 261.386719 1626411579.5905
MEM 261.386719 1626411579.7031
MEM 262.882812 1626411579.8181
MEM 261.386719 1626411579.9339
MEM 261.386719 1626411580.0493
MEM 261.386719 1626411580.1614
MEM 262.882812 1626411580.2763
MEM 261.625000 1626411580.3911
MEM 261.371094 1626411580.5059
MEM 261.386719 1626411580.6203
MEM 262.882812 1626411580.7355
MEM 261.386719 1626411580.8505
MEM 262.882812 1626411580.9653
MEM 261.386719 1626411581.0800
MEM 262.882812 1626411581.1945
MEM 261.375000 1626411581.3085
MEM 261.375000 1626411581.4240
MEM 261.390625 1626411581.5380
MEM 262.886719 1626411581.6514
MEM 261.390625 1626411581.7651
MEM 261.375000 1626411581.8784
MEM 261.390625 1626411581.9929
MEM 261.390625 1626411582.1055
MEM 261.390625 1626411582.2196
MEM 261.375000 1626411582.3346
MEM 261.390625 1626411582.4495
MEM 261.375000 1626411582.5643
MEM 261.390625 1626411582.6789
MEM 261.390625 1626411582.7899
MEM 261.390625 1626411582.9036
MEM 262.382812 1626411583.0176
MEM 261.390625 1626411583.1311
MEM 261.375000 1626411583.2454
MEM 262.890625 1626411583.3596
MEM 261.394531 1626411583.4728
MEM 261.378906 1626411583.5873
MEM 262.890625 1626411583.7015
MEM 261.394531 1626411583.8149
MEM 262.890625 1626411583.9292
MEM 262.890625 1626411584.0422
MEM 261.394531 1626411584.1563
MEM 261.378906 1626411584.2693
MEM 262.890625 1626411584.3833
MEM 261.394531 1626411584.4980
MEM 262.898438 1626411584.6123
MEM 261.410156 1626411584.7256
MEM 261.402344 1626411584.8394
MEM 262.921875 1626411584.9503
MEM 261.429688 1626411585.0648
MEM 262.937500 1626411585.1791
MEM 261.445312 1626411585.2929
MEM 261.429688 1626411585.4085
MEM 264.261719 1626411585.5234
MEM 263.746094 1626411585.6344
MEM 261.445312 1626411585.7501
MEM 264.261719 1626411585.8657
MEM 261.445312 1626411585.9805
MEM 264.261719 1626411586.0953
MEM 261.429688 1626411586.2099
MEM 261.429688 1626411586.3219
MEM 264.261719 1626411586.4354
MEM 261.429688 1626411586.5502
MEM 261.445312 1626411586.6659
MEM 261.445312 1626411586.7803
MEM 262.714844 1626411586.8942
MEM 261.445312 1626411587.0085
MEM 264.261719 1626411587.1223
MEM 261.429688 1626411587.2371
MEM 264.261719 1626411587.3523
MEM 261.429688 1626411587.4672
MEM 261.429688 1626411587.5817
MEM 261.445312 1626411587.6956
MEM 261.429688 1626411587.8097
MEM 261.445312 1626411587.9236
MEM 264.003906 1626411588.0379
MEM 261.445312 1626411588.1530
MEM 261.429688 1626411588.2660
MEM 264.261719 1626411588.3804
MEM 261.445312 1626411588.4930
MEM 264.261719 1626411588.6077
MEM 261.445312 1626411588.7227
MEM 264.261719 1626411588.8368
MEM 261.445312 1626411588.9511
MEM 262.714844 1626411589.0656
MEM 264.261719 1626411589.1804
MEM 261.445312 1626411589.2954
MEM 264.261719 1626411589.4103
MEM 261.445312 1626411589.5229
MEM 262.714844 1626411589.6377
MEM 263.746094 1626411589.7523
MEM 261.445312 1626411589.8660
MEM 261.429688 1626411589.9806
MEM 261.429688 1626411590.0933
MEM 264.261719 1626411590.2076
MEM 261.429688 1626411590.3224
MEM 261.429688 1626411590.4370
MEM 261.445312 1626411590.5517
MEM 261.429688 1626411590.6645
MEM 261.445312 1626411590.7790
MEM 262.199219 1626411590.8943
MEM 261.445312 1626411591.0092
MEM 264.261719 1626411591.1255
MEM 261.445312 1626411591.2406
MEM 264.261719 1626411591.3557
MEM 261.445312 1626411591.4715
MEM 264.261719 1626411591.5873
MEM 261.445312 1626411591.7034
MEM 264.261719 1626411591.8188
MEM 261.429688 1626411591.9346
MEM 261.429688 1626411592.0473
MEM 262.714844 1626411592.1629
MEM 264.261719 1626411592.2743
MEM 264.261719 1626411592.3879
MEM 261.445312 1626411592.5034
MEM 263.746094 1626411592.6186
MEM 261.445312 1626411592.7336
MEM 264.261719 1626411592.8480
MEM 264.261719 1626411592.9633
MEM 261.445312 1626411593.0771
MEM 264.261719 1626411593.1923
MEM 261.445312 1626411593.3076
MEM 261.429688 1626411593.4228
MEM 264.261719 1626411593.5378
MEM 261.445312 1626411593.6509
MEM 262.199219 1626411593.7659
MEM 261.429688 1626411593.8814
MEM 261.445312 1626411593.9975
MEM 264.261719 1626411594.1136
MEM 261.445312 1626411594.2286
MEM 264.261719 1626411594.3420
MEM 261.429688 1626411594.4586
MEM 264.261719 1626411594.5717
MEM 261.429688 1626411594.6863
MEM 264.261719 1626411594.8007
MEM 262.941406 1626411594.9164
MEM 262.941406 1626411595.0301
MEM 261.445312 1626411595.1453
MEM 261.941406 1626411595.2595
MEM 261.445312 1626411595.3744
MEM 261.445312 1626411595.4885
MEM 261.445312 1626411595.6000
MEM 261.429688 1626411595.7157
MEM 262.941406 1626411595.8303
MEM 261.445312 1626411595.9431
MEM 261.445312 1626411596.0575
MEM 261.445312 1626411596.1693
MEM 262.437500 1626411596.2831
MEM 262.195312 1626411596.3975
MEM 261.445312 1626411596.5110
MEM 261.445312 1626411596.6246
MEM 261.429688 1626411596.7389
MEM 262.941406 1626411596.8527
MEM 261.445312 1626411596.9668
MEM 261.445312 1626411597.0806
MEM 261.429688 1626411597.1952
MEM 261.445312 1626411597.3108
MEM 262.941406 1626411597.4265
MEM 261.429688 1626411597.5422
MEM 261.429688 1626411597.6575
MEM 262.941406 1626411597.7722
MEM 261.445312 1626411597.8865
MEM 262.941406 1626411597.9972
MEM 261.445312 1626411598.1110
MEM 261.445312 1626411598.2251
MEM 261.429688 1626411598.3390
MEM 262.949219 1626411598.4535
MEM 262.949219 1626411598.5681
MEM 261.464844 1626411598.6826
MEM 261.472656 1626411598.7940
MEM 261.460938 1626411598.9076
MEM 261.472656 1626411599.0217
MEM 261.476562 1626411599.1355
MEM 261.476562 1626411599.2498
MEM 261.476562 1626411599.3632
MEM 262.988281 1626411599.4781
MEM 262.988281 1626411599.5928
MEM 261.492188 1626411599.7083
MEM 261.492188 1626411599.8237
MEM 261.492188 1626411599.9378
MEM 261.492188 1626411600.0510
MEM 261.492188 1626411600.1646
MEM 261.492188 1626411600.2778
MEM 261.492188 1626411600.3924
MEM 262.988281 1626411600.5062
MEM 262.988281 1626411600.6207
MEM 261.492188 1626411600.7353
MEM 261.492188 1626411600.8496
MEM 261.492188 1626411600.9631
MEM 261.492188 1626411601.0770
MEM 261.492188 1626411601.1898
MEM 261.492188 1626411601.3032
MEM 261.492188 1626411601.4173
MEM 261.492188 1626411601.5304
MEM 261.492188 1626411601.6453
MEM 261.492188 1626411601.7588
MEM 261.492188 1626411601.8732
MEM 261.492188 1626411601.9874
MEM 262.988281 1626411602.1022
MEM 262.988281 1626411602.2163
MEM 261.492188 1626411602.3312
MEM 261.476562 1626411602.4455
MEM 261.476562 1626411602.5605
MEM 261.492188 1626411602.6740
MEM 261.476562 1626411602.7886
MEM 261.476562 1626411602.9027
MEM 261.476562 1626411603.0161
MEM 261.476562 1626411603.1294
MEM 262.988281 1626411603.2452
MEM 261.476562 1626411603.3594
MEM 262.988281 1626411603.4744
MEM 262.988281 1626411603.5880
MEM 262.988281 1626411603.7029
MEM 262.988281 1626411603.8174
MEM 262.988281 1626411603.9304
MEM 261.476562 1626411604.0414
MEM 261.492188 1626411604.1533
MEM 261.492188 1626411604.2667
MEM 261.492188 1626411604.3818
MEM 261.492188 1626411604.4966
MEM 261.492188 1626411604.6109
MEM 261.492188 1626411604.7216
MEM 261.492188 1626411604.8358
MEM 261.492188 1626411604.9486
MEM 261.492188 1626411605.0627
MEM 261.492188 1626411605.1766
MEM 261.492188 1626411605.2908
MEM 261.492188 1626411605.4052
MEM 262.988281 1626411605.5199
MEM 261.492188 1626411605.6340
MEM 261.492188 1626411605.7482
MEM 262.988281 1626411605.8590
MEM 262.988281 1626411605.9727
MEM 261.492188 1626411606.0873
MEM 261.492188 1626411606.2011
MEM 262.988281 1626411606.3125
MEM 261.492188 1626411606.4267
MEM 261.492188 1626411606.5397
MEM 261.492188 1626411606.6541
MEM 261.492188 1626411606.7674
MEM 261.492188 1626411606.8817
MEM 261.492188 1626411606.9946
MEM 261.492188 1626411607.1081
MEM 261.492188 1626411607.2229
MEM 261.476562 1626411607.3371
MEM 261.988281 1626411607.4512
MEM 262.988281 1626411607.5655
MEM 262.988281 1626411607.6788
MEM 262.988281 1626411607.7916
MEM 262.988281 1626411607.9060
MEM 262.988281 1626411608.0203
MEM 262.988281 1626411608.1345
MEM 262.988281 1626411608.2489
MEM 262.988281 1626411608.3620
MEM 261.492188 1626411608.4762
MEM 261.492188 1626411608.5906
MEM 261.492188 1626411608.7042
MEM 261.476562 1626411608.8188
MEM 261.476562 1626411608.9329
MEM 261.730469 1626411609.0488
MEM 261.492188 1626411609.1676
MEM 261.492188 1626411609.2823
MEM 261.492188 1626411609.3936
MEM 261.492188 1626411609.5058
MEM 261.492188 1626411609.6205
MEM 261.492188 1626411609.7333
MEM 261.492188 1626411609.8475
MEM 261.476562 1626411609.9612
MEM 261.492188 1626411610.0752
MEM 261.476562 1626411610.1895
MEM 261.476562 1626411610.3025
MEM 261.476562 1626411610.4155
MEM 261.476562 1626411610.5295
MEM 261.476562 1626411610.6434
MEM 262.742188 1626411610.7577
MEM 262.988281 1626411610.8719
MEM 262.988281 1626411610.9847
MEM 262.988281 1626411611.0978
MEM 262.988281 1626411611.2123
MEM 261.496094 1626411611.3276
MEM 262.996094 1626411611.4427
MEM 263.003906 1626411611.5555
MEM 263.011719 1626411611.6698
MEM 261.523438 1626411611.7841
MEM 261.531250 1626411611.8982
MEM 262.808594 1626411612.0120
MEM 261.539062 1626411612.1274
MEM 261.523438 1626411612.2430
MEM 261.539062 1626411612.3580
MEM 261.523438 1626411612.4723
MEM 264.355469 1626411612.5857
MEM 261.539062 1626411612.6997
MEM 261.523438 1626411612.8142
MEM 264.355469 1626411612.9285
MEM 261.539062 1626411613.0440
MEM 263.324219 1626411613.1585
MEM 261.539062 1626411613.2734
MEM 261.523438 1626411613.3884
MEM 264.355469 1626411613.5016
MEM 262.550781 1626411613.6164
MEM 261.539062 1626411613.7307
MEM 263.839844 1626411613.8445
MEM 264.355469 1626411613.9554
MEM 261.539062 1626411614.0703
MEM 261.523438 1626411614.1827
MEM 264.355469 1626411614.2990
MEM 264.355469 1626411614.4142
MEM 261.539062 1626411614.5287
MEM 264.355469 1626411614.6405
MEM 261.523438 1626411614.7552
MEM 264.355469 1626411614.8708
MEM 264.355469 1626411614.9859
MEM 264.355469 1626411615.0994
MEM 261.539062 1626411615.2132
MEM 261.539062 1626411615.3277
MEM 261.539062 1626411615.4402
MEM 261.523438 1626411615.5551
MEM 264.355469 1626411615.6691
MEM 264.355469 1626411615.7845
MEM 264.355469 1626411615.8996
MEM 261.539062 1626411616.0150
MEM 261.539062 1626411616.1298
MEM 261.523438 1626411616.2438
MEM 264.355469 1626411616.3584
MEM 264.355469 1626411616.4720
MEM 261.539062 1626411616.5862
MEM 262.292969 1626411616.7010
MEM 264.355469 1626411616.8155
MEM 261.539062 1626411616.9303
MEM 261.523438 1626411617.0411
MEM 264.355469 1626411617.1557
MEM 264.355469 1626411617.2699
MEM 261.539062 1626411617.3847
MEM 264.355469 1626411617.4994
MEM 261.539062 1626411617.6142
MEM 261.539062 1626411617.7260
MEM 261.539062 1626411617.8375
MEM 263.324219 1626411617.9508
MEM 264.355469 1626411618.0648
MEM 264.355469 1626411618.1790
MEM 264.355469 1626411618.2944
MEM 261.539062 1626411618.4084
MEM 261.523438 1626411618.5225
MEM 264.355469 1626411618.6380
MEM 261.539062 1626411618.7514
MEM 262.808594 1626411618.8658
MEM 264.355469 1626411618.9795
MEM 263.582031 1626411619.0926
MEM 261.523438 1626411619.2058
MEM 264.355469 1626411619.3205
MEM 264.355469 1626411619.4353
MEM 264.355469 1626411619.5497
MEM 261.539062 1626411619.6638
MEM 262.292969 1626411619.7781
MEM 261.539062 1626411619.8927
MEM 261.523438 1626411620.0070
MEM 264.355469 1626411620.1219
MEM 261.539062 1626411620.2355
MEM 264.355469 1626411620.3493
MEM 261.539062 1626411620.4641
MEM 261.539062 1626411620.5785
MEM 261.523438 1626411620.6933
MEM 264.355469 1626411620.8078
MEM 261.539062 1626411620.9229
MEM 262.292969 1626411621.0378
MEM 264.355469 1626411621.1531
MEM 261.539062 1626411621.2691
MEM 261.523438 1626411621.3841
MEM 263.839844 1626411621.4972
MEM 261.539062 1626411621.6121
MEM 261.539062 1626411621.7262
MEM 262.808594 1626411621.8408
MEM 264.355469 1626411621.9546
MEM 261.539062 1626411622.0688
MEM 261.523438 1626411622.1831
MEM 261.539062 1626411622.2971
MEM 263.324219 1626411622.4121
MEM 264.359375 1626411622.5254
MEM 261.550781 1626411622.6388
MEM 261.542969 1626411622.7531
MEM 264.382812 1626411622.8669
MEM 261.570312 1626411622.9805
MEM 261.582031 1626411623.0932
MEM 263.082031 1626411623.2077
MEM 263.085938 1626411623.3225
MEM 263.097656 1626411623.4373
MEM 263.101562 1626411623.5520
MEM 263.113281 1626411623.6665
MEM 263.121094 1626411623.7805
MEM 263.125000 1626411623.8946
MEM 263.136719 1626411624.0085
MEM 263.140625 1626411624.1234
MEM 263.140625 1626411624.2377
MEM 263.140625 1626411624.3508
MEM 261.644531 1626411624.4659
MEM 261.644531 1626411624.5793
MEM 263.140625 1626411624.6916
MEM 261.644531 1626411624.8076
MEM 261.644531 1626411624.9228
MEM 263.140625 1626411625.0359
MEM 263.140625 1626411625.1497
MEM 263.140625 1626411625.2634
MEM 263.140625 1626411625.3763
MEM 263.140625 1626411625.4907
MEM 263.140625 1626411625.6043
MEM 263.140625 1626411625.7185
MEM 263.140625 1626411625.8319
MEM 263.140625 1626411625.9461
MEM 263.140625 1626411626.0606
MEM 261.644531 1626411626.1750
MEM 261.644531 1626411626.2894
MEM 261.644531 1626411626.4038
MEM 263.140625 1626411626.5179
MEM 263.140625 1626411626.6324
MEM 263.140625 1626411626.7465
MEM 263.140625 1626411626.8607
MEM 263.140625 1626411626.9751
MEM 263.140625 1626411627.0893
MEM 261.628906 1626411627.2021
MEM 261.644531 1626411627.3148
MEM 261.644531 1626411627.4290
MEM 261.644531 1626411627.5432
MEM 261.644531 1626411627.6580
MEM 263.140625 1626411627.7723
MEM 263.140625 1626411627.8832
MEM 261.628906 1626411627.9978
MEM 261.644531 1626411628.1125
MEM 261.644531 1626411628.2269
MEM 261.644531 1626411628.3410
MEM 261.644531 1626411628.4553
MEM 261.644531 1626411628.5704
MEM 261.644531 1626411628.6853
MEM 261.644531 1626411628.7997
MEM 261.644531 1626411628.9128
MEM 263.140625 1626411629.0268
MEM 263.140625 1626411629.1409
MEM 261.644531 1626411629.2584
MEM 261.644531 1626411629.3731
MEM 261.644531 1626411629.4881
MEM 263.140625 1626411629.6018
MEM 263.140625 1626411629.7156
MEM 263.140625 1626411629.8309
MEM 263.140625 1626411629.9456
MEM 261.628906 1626411630.0588
MEM 261.644531 1626411630.1735
MEM 261.644531 1626411630.2878
MEM 263.140625 1626411630.4048
MEM 262.894531 1626411630.5190
MEM 261.644531 1626411630.6299
MEM 263.140625 1626411630.7433
MEM 261.644531 1626411630.8553
MEM 263.140625 1626411630.9700
MEM 263.140625 1626411631.0822
MEM 261.628906 1626411631.1966
MEM 262.382812 1626411631.3114
MEM 261.628906 1626411631.4256
MEM 261.628906 1626411631.5404
MEM 261.644531 1626411631.6539
MEM 261.644531 1626411631.7676
MEM 261.644531 1626411631.8816
MEM 263.140625 1626411631.9957
MEM 263.140625 1626411632.1102
MEM 263.140625 1626411632.2233
MEM 261.628906 1626411632.3379
MEM 261.628906 1626411632.4511
MEM 261.644531 1626411632.5646
MEM 263.140625 1626411632.6775
MEM 263.140625 1626411632.7920
MEM 263.140625 1626411632.9056
MEM 261.628906 1626411633.0201
MEM 261.628906 1626411633.1346
MEM 261.628906 1626411633.2489
MEM 261.644531 1626411633.3632
MEM 261.644531 1626411633.4777
MEM 261.644531 1626411633.5909
MEM 261.644531 1626411633.7059
MEM 263.140625 1626411633.8201
MEM 263.140625 1626411633.9329
MEM 262.636719 1626411634.0464
MEM 261.628906 1626411634.1600
MEM 263.140625 1626411634.2736
MEM 262.636719 1626411634.3879
MEM 261.628906 1626411634.5027
MEM 261.628906 1626411634.6174
MEM 261.644531 1626411634.7309
MEM 263.140625 1626411634.8452
MEM 263.140625 1626411634.9598
MEM 263.140625 1626411635.0742
MEM 261.882812 1626411635.1850
MEM 261.628906 1626411635.2994
MEM 261.644531 1626411635.4103
MEM 261.628906 1626411635.5246
MEM 261.644531 1626411635.6393
MEM 263.140625 1626411635.7520
MEM 261.628906 1626411635.8666
MEM 261.644531 1626411635.9812
MEM 263.140625 1626411636.0943
MEM 263.140625 1626411636.2089
MEM 263.140625 1626411636.3231
MEM 261.628906 1626411636.4371
MEM 261.644531 1626411636.5512
MEM 261.644531 1626411636.6657
MEM 261.644531 1626411636.7768
MEM 261.644531 1626411636.8916
MEM 261.644531 1626411637.0091
MEM 261.644531 1626411637.1232
MEM 261.644531 1626411637.2368
MEM 261.644531 1626411637.3510
MEM 263.140625 1626411637.4655
MEM 262.140625 1626411637.5772
MEM 261.644531 1626411637.6891
MEM 261.644531 1626411637.8022
MEM 263.140625 1626411637.9166
MEM 261.878906 1626411638.0272
MEM 261.644531 1626411638.1398
MEM 261.644531 1626411638.2539
MEM 261.644531 1626411638.3673
MEM 261.644531 1626411638.4809
MEM 261.644531 1626411638.5957
MEM 263.140625 1626411638.7098
MEM 263.140625 1626411638.8233
MEM 261.628906 1626411638.9368
MEM 261.644531 1626411639.0501
MEM 263.140625 1626411639.1646
MEM 261.644531 1626411639.2788
MEM 261.644531 1626411639.3971
MEM 263.140625 1626411639.5121
MEM 263.140625 1626411639.6275
MEM 261.628906 1626411639.7422
MEM 261.644531 1626411639.8563
MEM 261.644531 1626411639.9702
MEM 261.644531 1626411640.0849
MEM 261.644531 1626411640.1992
MEM 261.644531 1626411640.3128
MEM 263.140625 1626411640.4270
MEM 261.644531 1626411640.5376
MEM 261.644531 1626411640.6508
MEM 261.644531 1626411640.7640
MEM 263.140625 1626411640.8773
MEM 261.628906 1626411640.9902
MEM 261.644531 1626411641.1045
MEM 261.644531 1626411641.2187
MEM 263.140625 1626411641.3338
MEM 263.140625 1626411641.4479
MEM 261.628906 1626411641.5624
MEM 261.644531 1626411641.6756
MEM 261.644531 1626411641.7896
MEM 263.140625 1626411641.9041
MEM 263.140625 1626411642.0181
MEM 263.140625 1626411642.1319
MEM 261.644531 1626411642.2456
MEM 263.140625 1626411642.3586
MEM 263.140625 1626411642.4733
MEM 261.628906 1626411642.5869
MEM 261.644531 1626411642.7008
MEM 261.644531 1626411642.8149
MEM 263.140625 1626411642.9288
MEM 261.628906 1626411643.0419
MEM 261.644531 1626411643.1565
MEM 261.644531 1626411643.2711
MEM 263.140625 1626411643.3847
MEM 261.628906 1626411643.4989
MEM 261.628906 1626411643.6142
MEM 261.644531 1626411643.7290
MEM 263.140625 1626411643.8401
MEM 261.628906 1626411643.9545
MEM 261.644531 1626411644.0683
MEM 261.644531 1626411644.1829
MEM 263.140625 1626411644.2970
MEM 261.628906 1626411644.4126
MEM 261.628906 1626411644.5273
MEM 261.644531 1626411644.6399
MEM 263.140625 1626411644.7553
MEM 263.140625 1626411644.8704
MEM 263.140625 1626411644.9861
MEM 261.628906 1626411645.1001
MEM 261.644531 1626411645.2136
MEM 263.140625 1626411645.3281
MEM 261.644531 1626411645.4434
MEM 261.628906 1626411645.5595
MEM 261.628906 1626411645.6746
MEM 261.644531 1626411645.7889
MEM 261.644531 1626411645.9030
MEM 261.644531 1626411646.0182
MEM 263.140625 1626411646.1327
MEM 263.140625 1626411646.2471
MEM 261.628906 1626411646.3621
MEM 261.644531 1626411646.4767
MEM 261.644531 1626411646.5914
MEM 263.140625 1626411646.7060
MEM 261.628906 1626411646.8201
MEM 261.644531 1626411646.9346
MEM 261.644531 1626411647.0487
MEM 261.644531 1626411647.1647
MEM 263.140625 1626411647.2806
MEM 261.882812 1626411647.3965
MEM 261.644531 1626411647.5095
MEM 261.644531 1626411647.6215
MEM 262.394531 1626411647.7370
MEM 263.140625 1626411647.8512
MEM 261.628906 1626411647.9668
MEM 261.644531 1626411648.0800
MEM 263.140625 1626411648.1951
MEM 263.140625 1626411648.3099
MEM 261.628906 1626411648.4235
MEM 261.628906 1626411648.5384
MEM 261.644531 1626411648.6532
MEM 261.644531 1626411648.7686
MEM 261.644531 1626411648.8819
MEM 263.140625 1626411648.9972
MEM 263.140625 1626411649.1113
MEM 263.140625 1626411649.2261
MEM 261.644531 1626411649.3406
MEM 261.644531 1626411649.4565
MEM 261.644531 1626411649.5715
MEM 263.140625 1626411649.6861
MEM 263.140625 1626411649.8001
MEM 261.628906 1626411649.9146
MEM 261.628906 1626411650.0293
MEM 261.644531 1626411650.1431
MEM 261.644531 1626411650.2578
MEM 263.140625 1626411650.3723
MEM 261.628906 1626411650.4855
MEM 261.628906 1626411650.5998
MEM 261.644531 1626411650.7144
MEM 261.644531 1626411650.8281
MEM 263.140625 1626411650.9417
MEM 261.628906 1626411651.0552
MEM 261.644531 1626411651.1686
MEM 263.140625 1626411651.2793
MEM 263.140625 1626411651.3933
MEM 261.628906 1626411651.5075
MEM 261.644531 1626411651.6216
MEM 261.882812 1626411651.7350
MEM 261.644531 1626411651.8494
MEM 263.140625 1626411651.9632
