CMDLINE /home/advice/miniconda3/envs/torch_exp_dataset/bin/python /home/docker/side/torchcsvdataset/test/pandas_test.py
MEM 263.339844 1626412289.9097
MEM 263.339844 1626412290.0245
MEM 263.835938 1626412290.1388
MEM 263.339844 1626412290.2521
MEM 263.339844 1626412290.3647
MEM 263.339844 1626412290.4799
MEM 263.339844 1626412290.5948
MEM 264.835938 1626412290.7097
MEM 263.324219 1626412290.8255
MEM 263.324219 1626412290.9408
MEM 263.339844 1626412291.0555
MEM 264.835938 1626412291.1688
MEM 264.835938 1626412291.2831
MEM 264.835938 1626412291.3981
MEM 263.324219 1626412291.5130
MEM 263.324219 1626412291.6276
MEM 263.339844 1626412291.7387
MEM 263.339844 1626412291.8517
MEM 263.339844 1626412291.9662
MEM 263.339844 1626412292.0774
MEM 264.835938 1626412292.1925
MEM 264.835938 1626412292.3062
MEM 264.835938 1626412292.4193
MEM 264.835938 1626412292.5330
MEM 264.835938 1626412292.6466
MEM 264.835938 1626412292.7624
MEM 264.835938 1626412292.8764
MEM 264.835938 1626412292.9917
MEM 264.835938 1626412293.1064
MEM 264.835938 1626412293.2213
MEM 264.835938 1626412293.3333
MEM 264.835938 1626412293.4480
MEM 264.835938 1626412293.5615
MEM 264.835938 1626412293.6759
MEM 264.835938 1626412293.7904
MEM 264.835938 1626412293.9053
MEM 264.835938 1626412294.0196
MEM 264.835938 1626412294.1347
MEM 264.835938 1626412294.2484
MEM 263.339844 1626412294.3629
MEM 264.835938 1626412294.4760
MEM 263.339844 1626412294.5904
MEM 264.835938 1626412294.7051
MEM 263.339844 1626412294.8199
MEM 263.324219 1626412294.9328
MEM 263.324219 1626412295.0441
MEM 263.339844 1626412295.1583
MEM 263.339844 1626412295.2717
MEM 264.835938 1626412295.3867
MEM 264.835938 1626412295.5010
MEM 264.835938 1626412295.6158
MEM 263.324219 1626412295.7303
MEM 264.835938 1626412295.8444
MEM 264.835938 1626412295.9592
MEM 264.835938 1626412296.0740
MEM 264.835938 1626412296.1884
MEM 264.835938 1626412296.3051
MEM 263.324219 1626412296.4193
MEM 264.835938 1626412296.5305
MEM 263.339844 1626412296.6452
MEM 263.339844 1626412296.7586
MEM 263.339844 1626412296.8720
MEM 264.835938 1626412296.9852
MEM 264.835938 1626412297.0991
MEM 264.835938 1626412297.2126
MEM 264.835938 1626412297.3269
MEM 264.835938 1626412297.4414
MEM 264.835938 1626412297.5557
MEM 264.835938 1626412297.6706
MEM 264.835938 1626412297.7818
MEM 264.835938 1626412297.8954
MEM 264.835938 1626412298.0097
MEM 264.835938 1626412298.1247
MEM 264.589844 1626412298.2390
MEM 263.324219 1626412298.3497
MEM 263.339844 1626412298.4641
MEM 263.339844 1626412298.5770
MEM 263.339844 1626412298.6908
MEM 263.339844 1626412298.8050
MEM 263.339844 1626412298.9190
MEM 263.339844 1626412299.0333
MEM 263.339844 1626412299.1464
MEM 264.839844 1626412299.2600
MEM 264.847656 1626412299.3739
MEM 264.851562 1626412299.4884
MEM 264.851562 1626412299.6018
MEM 264.859375 1626412299.7152
MEM 264.863281 1626412299.8293
MEM 264.871094 1626412299.9416
MEM 264.875000 1626412300.0558
MEM 264.875000 1626412300.1700
MEM 263.375000 1626412300.2841
MEM 263.890625 1626412300.3981
MEM 263.394531 1626412300.5117
MEM 264.898438 1626412300.6256
MEM 264.902344 1626412300.7388
MEM 263.410156 1626412300.8537
MEM 263.410156 1626412300.9675
MEM 263.402344 1626412301.0809
MEM 263.402344 1626412301.1952
MEM 264.914062 1626412301.3059
MEM 264.914062 1626412301.4210
MEM 264.914062 1626412301.5355
MEM 264.914062 1626412301.6499
MEM 264.914062 1626412301.7627
MEM 263.656250 1626412301.8775
MEM 263.402344 1626412301.9912
MEM 264.667969 1626412302.1064
MEM 263.402344 1626412302.2215
MEM 263.417969 1626412302.3343
MEM 263.417969 1626412302.4488
MEM 263.417969 1626412302.5646
MEM 263.417969 1626412302.6806
MEM 263.402344 1626412302.7954
MEM 264.914062 1626412302.9093
MEM 263.417969 1626412303.0234
MEM 264.914062 1626412303.1375
MEM 264.914062 1626412303.2522
MEM 264.914062 1626412303.3655
MEM 264.914062 1626412303.4796
MEM 263.417969 1626412303.5955
MEM 263.417969 1626412303.7104
MEM 264.914062 1626412303.8252
MEM 263.402344 1626412303.9397
MEM 263.402344 1626412304.0540
MEM 264.914062 1626412304.1667
MEM 264.914062 1626412304.2812
MEM 263.417969 1626412304.3954
MEM 263.417969 1626412304.5098
MEM 264.914062 1626412304.6240
MEM 264.914062 1626412304.7385
MEM 264.914062 1626412304.8535
MEM 264.914062 1626412304.9669
MEM 264.914062 1626412305.0812
MEM 266.234375 1626412305.1957
MEM 265.460938 1626412305.3104
MEM 263.417969 1626412305.4251
MEM 266.234375 1626412305.5391
MEM 263.402344 1626412305.6535
MEM 263.417969 1626412305.7681
MEM 266.234375 1626412305.8818
MEM 264.687500 1626412305.9969
MEM 266.234375 1626412306.1119
MEM 266.234375 1626412306.2269
MEM 263.417969 1626412306.3418
MEM 266.234375 1626412306.4567
MEM 263.417969 1626412306.5707
MEM 266.234375 1626412306.6850
MEM 263.417969 1626412306.7991
MEM 263.417969 1626412306.9137
MEM 266.234375 1626412307.0262
MEM 264.945312 1626412307.1404
MEM 263.417969 1626412307.2545
MEM 266.234375 1626412307.3652
MEM 263.417969 1626412307.4797
MEM 263.417969 1626412307.5943
MEM 266.234375 1626412307.7090
MEM 266.234375 1626412307.8249
MEM 266.234375 1626412307.9406
MEM 263.417969 1626412308.0521
MEM 263.417969 1626412308.1668
MEM 264.687500 1626412308.2821
MEM 263.417969 1626412308.3978
MEM 266.234375 1626412308.5095
MEM 263.417969 1626412308.6254
MEM 266.234375 1626412308.7398
MEM 263.402344 1626412308.8557
MEM 263.417969 1626412308.9709
MEM 266.234375 1626412309.0866
MEM 266.234375 1626412309.2011
MEM 263.417969 1626412309.3128
MEM 266.234375 1626412309.4278
MEM 266.234375 1626412309.5419
MEM 263.402344 1626412309.6578
MEM 266.234375 1626412309.7723
MEM 266.234375 1626412309.8875
MEM 263.417969 1626412310.0016
MEM 266.234375 1626412310.1155
MEM 265.718750 1626412310.2299
MEM 263.417969 1626412310.3450
MEM 266.234375 1626412310.4597
MEM 266.234375 1626412310.5743
MEM 263.417969 1626412310.6887
MEM 266.234375 1626412310.8015
MEM 266.234375 1626412310.9160
MEM 263.417969 1626412311.0312
MEM 266.234375 1626412311.1459
MEM 266.234375 1626412311.2610
MEM 263.402344 1626412311.3747
MEM 266.234375 1626412311.4883
MEM 266.234375 1626412311.6026
MEM 266.234375 1626412311.7164
MEM 263.417969 1626412311.8295
MEM 266.234375 1626412311.9436
MEM 266.234375 1626412312.0578
MEM 263.417969 1626412312.1721
MEM 266.234375 1626412312.2867
MEM 263.402344 1626412312.4003
MEM 266.234375 1626412312.5147
MEM 263.402344 1626412312.6296
MEM 266.234375 1626412312.7431
MEM 263.417969 1626412312.8590
MEM 266.234375 1626412312.9745
MEM 263.402344 1626412313.0894
MEM 263.417969 1626412313.2039
MEM 266.234375 1626412313.3179
MEM 263.417969 1626412313.4310
MEM 266.234375 1626412313.5455
MEM 266.234375 1626412313.6592
MEM 263.417969 1626412313.7742
MEM 266.234375 1626412313.8897
MEM 266.234375 1626412314.0049
MEM 263.402344 1626412314.1190
MEM 263.402344 1626412314.2337
MEM 266.234375 1626412314.3478
MEM 266.234375 1626412314.4635
MEM 263.417969 1626412314.5782
MEM 266.234375 1626412314.6931
MEM 266.234375 1626412314.8075
MEM 263.402344 1626412314.9227
MEM 266.234375 1626412315.0383
MEM 266.234375 1626412315.1519
MEM 263.402344 1626412315.2675
MEM 266.234375 1626412315.3831
MEM 266.234375 1626412315.4989
MEM 264.171875 1626412315.6139
MEM 266.234375 1626412315.7284
MEM 266.234375 1626412315.8440
MEM 263.417969 1626412315.9580
MEM 263.417969 1626412316.0718
MEM 264.171875 1626412316.1872
MEM 266.230469 1626412316.3004
MEM 265.203125 1626412316.4161
MEM 263.417969 1626412316.5314
MEM 266.234375 1626412316.6426
MEM 264.945312 1626412316.7535
MEM 266.234375 1626412316.8675
MEM 266.230469 1626412316.9832
MEM 263.402344 1626412317.0982
MEM 266.234375 1626412317.2127
MEM 263.402344 1626412317.3281
MEM 263.417969 1626412317.4412
MEM 266.230469 1626412317.5563
MEM 264.683594 1626412317.6711
MEM 263.417969 1626412317.7853
MEM 266.230469 1626412317.9001
MEM 263.417969 1626412318.0140
MEM 266.230469 1626412318.1294
MEM 266.417969 1626412318.2447
MEM 263.417969 1626412318.3599
MEM 266.234375 1626412318.4755
MEM 263.417969 1626412318.5908
MEM 266.234375 1626412318.7047
MEM 263.417969 1626412318.8197
MEM 263.402344 1626412318.9324
MEM 263.417969 1626412319.0452
MEM 266.230469 1626412319.1594
MEM 263.402344 1626412319.2736
MEM 263.402344 1626412319.3873
MEM 266.234375 1626412319.5004
MEM 263.417969 1626412319.6161
MEM 266.234375 1626412319.7314
MEM 263.417969 1626412319.8446
MEM 266.234375 1626412319.9600
MEM 263.417969 1626412320.0750
MEM 263.402344 1626412320.1900
MEM 266.226562 1626412320.3040
MEM 263.402344 1626412320.4177
MEM 266.234375 1626412320.5304
MEM 266.230469 1626412320.6424
MEM 263.402344 1626412320.7537
MEM 263.417969 1626412320.8687
MEM 266.234375 1626412320.9841
MEM 266.230469 1626412321.0987
MEM 263.417969 1626412321.2125
MEM 266.234375 1626412321.3269
MEM 263.417969 1626412321.4415
MEM 264.914062 1626412321.5561
MEM 264.914062 1626412321.6708
MEM 263.402344 1626412321.7851
MEM 263.402344 1626412321.8983
MEM 263.402344 1626412322.0128
MEM 264.914062 1626412322.1273
MEM 264.914062 1626412322.2414
MEM 264.914062 1626412322.3561
MEM 264.914062 1626412322.4711
MEM 264.914062 1626412322.5861
MEM 264.156250 1626412322.7005
MEM 263.402344 1626412322.8151
MEM 263.417969 1626412322.9259
MEM 263.417969 1626412323.0407
MEM 263.417969 1626412323.1542
MEM 263.417969 1626412323.2689
MEM 264.914062 1626412323.3824
MEM 263.402344 1626412323.4971
MEM 263.417969 1626412323.6105
MEM 264.914062 1626412323.7250
MEM 264.914062 1626412323.8394
MEM 264.914062 1626412323.9541
MEM 263.914062 1626412324.0677
MEM 263.402344 1626412324.1819
MEM 263.417969 1626412324.2967
MEM 264.914062 1626412324.4102
MEM 264.914062 1626412324.5239
MEM 264.914062 1626412324.6386
MEM 264.914062 1626412324.7530
MEM 264.914062 1626412324.8668
MEM 264.914062 1626412324.9801
MEM 263.656250 1626412325.0944
MEM 263.402344 1626412325.2086
MEM 264.914062 1626412325.3213
MEM 264.914062 1626412325.4369
MEM 264.914062 1626412325.5517
MEM 263.417969 1626412325.6668
MEM 264.914062 1626412325.7813
MEM 263.402344 1626412325.8928
MEM 263.417969 1626412326.0075
MEM 263.417969 1626412326.1221
MEM 263.417969 1626412326.2372
MEM 263.417969 1626412326.3483
MEM 264.917969 1626412326.4616
MEM 264.925781 1626412326.5758
MEM 264.925781 1626412326.6903
MEM 264.929688 1626412326.8038
MEM 264.929688 1626412326.9181
MEM 264.929688 1626412327.0329
MEM 264.929688 1626412327.1470
MEM 264.929688 1626412327.2613
MEM 264.929688 1626412327.3759
MEM 263.417969 1626412327.4894
MEM 263.417969 1626412327.6041
MEM 263.433594 1626412327.7152
MEM 263.433594 1626412327.8296
MEM 264.929688 1626412327.9427
MEM 264.929688 1626412328.0580
MEM 264.929688 1626412328.1715
MEM 264.929688 1626412328.2865
MEM 263.433594 1626412328.3976
MEM 263.433594 1626412328.5125
MEM 263.433594 1626412328.6233
MEM 263.433594 1626412328.7369
MEM 264.929688 1626412328.8503
MEM 264.929688 1626412328.9652
MEM 264.929688 1626412329.0800
MEM 264.929688 1626412329.1944
MEM 264.929688 1626412329.3093
MEM 264.929688 1626412329.4241
MEM 264.929688 1626412329.5388
MEM 264.929688 1626412329.6539
MEM 263.417969 1626412329.7672
MEM 264.929688 1626412329.8812
MEM 264.929688 1626412329.9959
MEM 264.929688 1626412330.1091
MEM 264.929688 1626412330.2216
MEM 263.433594 1626412330.3367
MEM 263.433594 1626412330.4517
MEM 263.433594 1626412330.5708
MEM 263.433594 1626412330.6867
MEM 263.433594 1626412330.8018
MEM 264.929688 1626412330.9160
MEM 264.929688 1626412331.0299
MEM 263.433594 1626412331.1438
MEM 264.929688 1626412331.2606
MEM 264.929688 1626412331.3758
MEM 264.929688 1626412331.4931
MEM 263.417969 1626412331.6050
MEM 263.417969 1626412331.7196
MEM 263.417969 1626412331.8347
MEM 263.433594 1626412331.9483
MEM 263.433594 1626412332.0614
MEM 264.929688 1626412332.1741
MEM 263.417969 1626412332.2875
MEM 263.417969 1626412332.4022
MEM 263.433594 1626412332.5159
MEM 264.929688 1626412332.6286
MEM 264.929688 1626412332.7426
MEM 263.433594 1626412332.8570
MEM 264.929688 1626412332.9720
MEM 264.929688 1626412333.0867
MEM 264.929688 1626412333.2014
MEM 263.433594 1626412333.3131
MEM 264.929688 1626412333.4281
MEM 264.929688 1626412333.5425
MEM 263.433594 1626412333.6567
MEM 263.433594 1626412333.7708
MEM 264.929688 1626412333.8851
MEM 264.929688 1626412333.9993
MEM 264.929688 1626412334.1125
MEM 264.929688 1626412334.2260
MEM 264.929688 1626412334.3406
MEM 263.417969 1626412334.4552
MEM 263.433594 1626412334.5701
MEM 263.433594 1626412334.6828
MEM 263.433594 1626412334.7972
MEM 264.929688 1626412334.9116
MEM 264.929688 1626412335.0264
MEM 263.417969 1626412335.1401
MEM 263.417969 1626412335.2538
MEM 263.433594 1626412335.3680
MEM 264.929688 1626412335.4824
MEM 264.929688 1626412335.5968
MEM 263.433594 1626412335.7112
MEM 263.433594 1626412335.8248
MEM 264.929688 1626412335.9398
MEM 264.929688 1626412336.0542
MEM 264.929688 1626412336.1683
MEM 264.929688 1626412336.2819
MEM 263.417969 1626412336.3951
MEM 263.433594 1626412336.5056
MEM 263.433594 1626412336.6202
MEM 263.417969 1626412336.7347
MEM 263.433594 1626412336.8466
MEM 264.929688 1626412336.9611
MEM 264.929688 1626412337.0768
MEM 264.929688 1626412337.1925
MEM 264.929688 1626412337.3068
MEM 264.929688 1626412337.4205
MEM 263.433594 1626412337.5341
MEM 264.929688 1626412337.6486
MEM 264.929688 1626412337.7641
MEM 264.929688 1626412337.8787
MEM 263.417969 1626412337.9924
MEM 263.433594 1626412338.1071
MEM 264.929688 1626412338.2212
MEM 263.417969 1626412338.3364
MEM 263.417969 1626412338.4511
MEM 263.433594 1626412338.5655
MEM 263.929688 1626412338.6803
MEM 264.929688 1626412338.7932
MEM 264.929688 1626412338.9068
MEM 264.929688 1626412339.0214
MEM 263.417969 1626412339.1366
MEM 263.433594 1626412339.2516
MEM 263.433594 1626412339.3664
MEM 264.929688 1626412339.4809
MEM 264.183594 1626412339.5954
MEM 264.929688 1626412339.7081
MEM 263.417969 1626412339.8228
MEM 263.433594 1626412339.9380
MEM 264.929688 1626412340.0505
MEM 264.929688 1626412340.1652
MEM 264.929688 1626412340.2801
MEM 263.433594 1626412340.3941
MEM 264.929688 1626412340.5091
MEM 264.929688 1626412340.6237
MEM 264.929688 1626412340.7383
MEM 264.929688 1626412340.8532
MEM 264.929688 1626412340.9663
MEM 264.183594 1626412341.0796
MEM 264.929688 1626412341.1956
MEM 264.929688 1626412341.3106
MEM 264.929688 1626412341.4255
MEM 264.929688 1626412341.5405
MEM 264.929688 1626412341.6565
MEM 264.929688 1626412341.7711
MEM 263.417969 1626412341.8824
MEM 263.433594 1626412341.9969
MEM 263.433594 1626412342.1102
MEM 263.433594 1626412342.2249
MEM 263.433594 1626412342.3407
MEM 264.929688 1626412342.4559
MEM 264.929688 1626412342.5711
MEM 264.683594 1626412342.6867
MEM 264.929688 1626412342.7992
MEM 264.929688 1626412342.9150
MEM 264.929688 1626412343.0304
MEM 264.929688 1626412343.1448
MEM 264.929688 1626412343.2593
MEM 263.433594 1626412343.3738
MEM 264.929688 1626412343.4887
MEM 264.929688 1626412343.6030
MEM 264.929688 1626412343.7168
MEM 264.929688 1626412343.8302
MEM 264.929688 1626412343.9427
MEM 264.929688 1626412344.0575
MEM 263.417969 1626412344.1709
MEM 264.929688 1626412344.2844
MEM 264.929688 1626412344.4001
MEM 263.929688 1626412344.5145
MEM 263.433594 1626412344.6296
MEM 264.425781 1626412344.7448
MEM 263.417969 1626412344.8582
MEM 263.433594 1626412344.9735
MEM 264.929688 1626412345.0873
MEM 263.417969 1626412345.2014
MEM 264.929688 1626412345.3164
MEM 264.929688 1626412345.4306
MEM 264.929688 1626412345.5453
MEM 264.929688 1626412345.6596
MEM 264.929688 1626412345.7727
MEM 263.417969 1626412345.8872
MEM 263.433594 1626412346.0011
MEM 264.929688 1626412346.1134
MEM 263.417969 1626412346.2278
MEM 264.929688 1626412346.3411
MEM 263.417969 1626412346.4559
MEM 263.417969 1626412346.5694
MEM 263.433594 1626412346.6833
MEM 263.433594 1626412346.7975
MEM 264.929688 1626412346.9121
MEM 263.437500 1626412347.0265
MEM 263.441406 1626412347.1403
MEM 263.441406 1626412347.2545
MEM 264.941406 1626412347.3692
MEM 264.945312 1626412347.4825
MEM 264.953125 1626412347.5937
MEM 264.957031 1626412347.7086
MEM 263.707031 1626412347.8217
MEM 263.457031 1626412347.9366
MEM 263.476562 1626412348.0502
MEM 263.464844 1626412348.1646
MEM 263.480469 1626412348.2774
MEM 263.464844 1626412348.3891
MEM 263.480469 1626412348.5020
MEM 266.296875 1626412348.6166
MEM 263.480469 1626412348.7296
MEM 266.289062 1626412348.8450
MEM 263.464844 1626412348.9596
MEM 266.296875 1626412349.0749
MEM 266.296875 1626412349.1892
MEM 266.414062 1626412349.3042
MEM 266.296875 1626412349.4196
MEM 263.480469 1626412349.5321
MEM 266.296875 1626412349.6466
MEM 263.480469 1626412349.7607
MEM 263.480469 1626412349.8757
MEM 266.296875 1626412349.9876
MEM 263.480469 1626412350.1020
MEM 266.296875 1626412350.2167
MEM 263.464844 1626412350.3295
MEM 266.273438 1626412350.4432
MEM 263.464844 1626412350.5582
MEM 266.296875 1626412350.6702
MEM 266.296875 1626412350.7847
MEM 263.464844 1626412350.8996
MEM 266.269531 1626412351.0172
MEM 264.492188 1626412351.1317
MEM 263.480469 1626412351.2463
MEM 266.292969 1626412351.3609
MEM 265.265625 1626412351.4747
MEM 263.480469 1626412351.5893
MEM 266.296875 1626412351.7038
MEM 263.480469 1626412351.8181
MEM 266.296875 1626412351.9307
MEM 263.480469 1626412352.0416
MEM 266.292969 1626412352.1556
MEM 263.464844 1626412352.2694
MEM 263.464844 1626412352.3840
MEM 266.296875 1626412352.4976
MEM 266.296875 1626412352.6120
MEM 263.480469 1626412352.7256
MEM 266.296875 1626412352.8395
MEM 263.480469 1626412352.9524
MEM 266.296875 1626412353.0656
MEM 263.464844 1626412353.1791
MEM 266.296875 1626412353.2931
MEM 263.480469 1626412353.4075
MEM 263.480469 1626412353.5207
MEM 266.296875 1626412353.6351
MEM 263.464844 1626412353.7504
MEM 266.292969 1626412353.8642
MEM 266.296875 1626412353.9791
MEM 263.480469 1626412354.0941
MEM 263.464844 1626412354.2087
MEM 263.480469 1626412354.3233
MEM 263.480469 1626412354.4388
MEM 266.296875 1626412354.5546
MEM 264.746094 1626412354.6692
MEM 263.480469 1626412354.7837
MEM 264.750000 1626412354.8986
MEM 263.464844 1626412355.0136
MEM 263.480469 1626412355.1307
MEM 266.296875 1626412355.2463
MEM 263.480469 1626412355.3600
MEM 266.296875 1626412355.4740
MEM 263.480469 1626412355.5880
MEM 266.296875 1626412355.7023
MEM 263.464844 1626412355.8160
MEM 266.296875 1626412355.9295
MEM 263.464844 1626412356.0419
MEM 266.425781 1626412356.1533
MEM 263.464844 1626412356.2676
MEM 266.296875 1626412356.3820
MEM 266.296875 1626412356.4968
MEM 263.480469 1626412356.6092
MEM 266.296875 1626412356.7218
MEM 263.480469 1626412356.8353
MEM 266.296875 1626412356.9481
MEM 263.480469 1626412357.0626
MEM 263.464844 1626412357.1783
MEM 263.480469 1626412357.2935
MEM 266.292969 1626412357.4081
MEM 266.292969 1626412357.5225
MEM 266.292969 1626412357.6372
MEM 264.750000 1626412357.7511
MEM 263.480469 1626412357.8668
MEM 266.292969 1626412357.9813
MEM 263.480469 1626412358.0954
MEM 266.296875 1626412358.2107
MEM 263.480469 1626412358.3257
MEM 266.292969 1626412358.4416
MEM 263.480469 1626412358.5569
MEM 266.296875 1626412358.6727
MEM 263.464844 1626412358.7886
MEM 266.367188 1626412358.9038
MEM 266.296875 1626412359.0189
MEM 263.480469 1626412359.1338
MEM 266.296875 1626412359.2490
MEM 266.296875 1626412359.3645
MEM 263.480469 1626412359.4765
MEM 266.296875 1626412359.5918
MEM 263.464844 1626412359.7066
MEM 266.296875 1626412359.8219
MEM 266.296875 1626412359.9345
MEM 263.480469 1626412360.0494
MEM 266.292969 1626412360.1643
MEM 263.480469 1626412360.2771
MEM 266.296875 1626412360.3918
MEM 263.480469 1626412360.5124
MEM 263.480469 1626412360.6273
MEM 266.289062 1626412360.7426
MEM 266.035156 1626412360.8569
MEM 263.480469 1626412360.9720
MEM 266.292969 1626412361.0850
MEM 263.480469 1626412361.2007
MEM 266.296875 1626412361.3157
MEM 266.292969 1626412361.4300
MEM 265.781250 1626412361.5441
MEM 263.480469 1626412361.6588
MEM 266.296875 1626412361.7734
MEM 263.480469 1626412361.8880
MEM 266.292969 1626412362.0037
MEM 265.523438 1626412362.1176
MEM 266.296875 1626412362.2309
MEM 266.296875 1626412362.3457
MEM 263.480469 1626412362.4630
MEM 266.296875 1626412362.5789
MEM 264.750000 1626412362.6939
MEM 266.296875 1626412362.8089
MEM 264.230469 1626412362.9240
MEM 263.480469 1626412363.0391
MEM 263.480469 1626412363.1538
MEM 264.976562 1626412363.2657
MEM 264.976562 1626412363.3812
MEM 264.976562 1626412363.4961
MEM 263.480469 1626412363.6111
MEM 263.480469 1626412363.7266
MEM 264.976562 1626412363.8416
MEM 264.976562 1626412363.9548
MEM 264.976562 1626412364.0696
MEM 264.976562 1626412364.1853
MEM 263.464844 1626412364.2995
MEM 263.480469 1626412364.4135
MEM 263.480469 1626412364.5289
MEM 263.480469 1626412364.6439
MEM 264.976562 1626412364.7581
MEM 264.976562 1626412364.8720
MEM 264.976562 1626412364.9847
MEM 264.976562 1626412365.0987
MEM 263.464844 1626412365.2114
MEM 263.464844 1626412365.3259
MEM 263.480469 1626412365.4390
MEM 264.976562 1626412365.5513
MEM 264.976562 1626412365.6664
MEM 264.976562 1626412365.7808
MEM 264.976562 1626412365.8941
MEM 264.976562 1626412366.0090
MEM 263.480469 1626412366.1233
MEM 264.976562 1626412366.2390
MEM 264.976562 1626412366.3540
MEM 264.976562 1626412366.4677
MEM 264.976562 1626412366.5817
MEM 264.976562 1626412366.6964
MEM 264.976562 1626412366.8125
MEM 264.976562 1626412366.9270
MEM 263.464844 1626412367.0412
MEM 263.472656 1626412367.1558
MEM 263.480469 1626412367.2697
MEM 264.976562 1626412367.3833
MEM 264.976562 1626412367.4978
MEM 264.976562 1626412367.6114
MEM 264.976562 1626412367.7253
MEM 264.976562 1626412367.8399
MEM 264.730469 1626412367.9539
MEM 263.464844 1626412368.0686
MEM 263.480469 1626412368.1838
MEM 263.464844 1626412368.2987
MEM 263.480469 1626412368.4137
MEM 264.218750 1626412368.5284
MEM 263.484375 1626412368.6398
MEM 264.984375 1626412368.7544
MEM 264.988281 1626412368.8652
MEM 263.480469 1626412368.9794
MEM 263.503906 1626412369.0940
MEM 263.507812 1626412369.2073
MEM 265.011719 1626412369.3198
MEM 265.015625 1626412369.4345
MEM 264.019531 1626412369.5493
MEM 263.527344 1626412369.6622
MEM 263.527344 1626412369.7767
MEM 263.527344 1626412369.8917
MEM 265.023438 1626412370.0031
MEM 265.023438 1626412370.1167
MEM 265.023438 1626412370.2384
MEM 265.023438 1626412370.3526
MEM 263.511719 1626412370.4657
MEM 263.527344 1626412370.5775
MEM 265.023438 1626412370.6916
MEM 265.023438 1626412370.8063
MEM 265.023438 1626412370.9206
MEM 265.023438 1626412371.0357
MEM 263.511719 1626412371.1506
MEM 265.023438 1626412371.2659
MEM 264.777344 1626412371.3805
MEM 263.511719 1626412371.4955
MEM 263.527344 1626412371.6096
MEM 263.527344 1626412371.7246
MEM 265.023438 1626412371.8392
MEM 263.511719 1626412371.9541
MEM 263.527344 1626412372.0699
MEM 263.527344 1626412372.1857
MEM 263.527344 1626412372.2996
MEM 265.023438 1626412372.4144
MEM 265.023438 1626412372.5297
MEM 263.511719 1626412372.6436
MEM 263.527344 1626412372.7591
MEM 263.527344 1626412372.8736
MEM 265.023438 1626412372.9883
MEM 264.777344 1626412373.1043
MEM 263.511719 1626412373.2189
MEM 263.527344 1626412373.3336
MEM 263.527344 1626412373.4481
MEM 265.023438 1626412373.5633
MEM 265.023438 1626412373.6781
MEM 265.023438 1626412373.7922
MEM 263.511719 1626412373.9057
MEM 263.527344 1626412374.0203
MEM 263.527344 1626412374.1338
MEM 263.527344 1626412374.2475
MEM 265.023438 1626412374.3615
MEM 263.527344 1626412374.4750
MEM 265.023438 1626412374.5875
MEM 263.527344 1626412374.7023
MEM 263.527344 1626412374.8164
MEM 265.023438 1626412374.9314
MEM 265.023438 1626412375.0458
MEM 265.023438 1626412375.1596
MEM 263.511719 1626412375.2739
MEM 263.527344 1626412375.3887
MEM 265.023438 1626412375.4998
MEM 265.023438 1626412375.6144
MEM 263.511719 1626412375.7273
MEM 263.527344 1626412375.8416
MEM 265.023438 1626412375.9532
MEM 265.023438 1626412376.0686
MEM 263.527344 1626412376.1833
MEM 265.023438 1626412376.2978
MEM 265.023438 1626412376.4127
MEM 263.527344 1626412376.5273
MEM 265.023438 1626412376.6412
MEM 263.511719 1626412376.7559
MEM 263.527344 1626412376.8704
MEM 263.527344 1626412376.9849
MEM 263.511719 1626412377.0991
MEM 263.527344 1626412377.2128
MEM 265.023438 1626412377.3277
MEM 265.023438 1626412377.4424
MEM 265.023438 1626412377.5572
MEM 265.023438 1626412377.6716
MEM 263.511719 1626412377.7856
MEM 263.527344 1626412377.8989
MEM 265.023438 1626412378.0144
MEM 265.023438 1626412378.1296
MEM 263.527344 1626412378.2407
MEM 265.023438 1626412378.3556
MEM 265.023438 1626412378.4702
MEM 265.023438 1626412378.5844
MEM 263.511719 1626412378.6987
MEM 263.527344 1626412378.8136
MEM 263.527344 1626412378.9284
MEM 265.023438 1626412379.0427
MEM 265.023438 1626412379.1570
MEM 263.527344 1626412379.2716
MEM 265.023438 1626412379.3857
MEM 265.023438 1626412379.5007
MEM 263.511719 1626412379.6156
MEM 263.527344 1626412379.7300
MEM 265.023438 1626412379.8439
MEM 265.023438 1626412379.9588
MEM 264.777344 1626412380.0721
MEM 263.527344 1626412380.1855
MEM 263.527344 1626412380.2994
MEM 265.023438 1626412380.4136
MEM 265.023438 1626412380.5275
MEM 263.527344 1626412380.6399
MEM 265.023438 1626412380.7534
MEM 265.023438 1626412380.8665
MEM 263.527344 1626412380.9808
MEM 263.527344 1626412381.0957
MEM 265.023438 1626412381.2098
MEM 265.023438 1626412381.3228
MEM 263.511719 1626412381.4374
MEM 263.527344 1626412381.5526
MEM 263.527344 1626412381.6657
MEM 265.023438 1626412381.7794
MEM 265.023438 1626412381.8939
MEM 265.023438 1626412382.0079
MEM 263.511719 1626412382.1215
MEM 265.023438 1626412382.2337
MEM 265.023438 1626412382.3482
MEM 265.023438 1626412382.4642
MEM 263.527344 1626412382.5786
MEM 265.023438 1626412382.6934
MEM 263.527344 1626412382.8071
MEM 265.023438 1626412382.9202
MEM 265.023438 1626412383.0337
MEM 265.023438 1626412383.1476
MEM 263.527344 1626412383.2610
MEM 263.527344 1626412383.3752
